Disclosure Date,Project Number,Project Name,Project URL,Country,IFC Country Code,IFC Region,Business Line,Estimated Total Budget ($),Department,Status,IFC Approval Date,Projected Start Date,WB Country Code,As of Date
"Feb 22, 2013",599059,MiCRO GIIF,https://disclosures.ifc.org/project-detail/AS/599059/micro-giif,Haiti,HAI,Latin America and the Caribbean,Access To Finance,1992049,,Completed,"Dec 19, 2012",,HT,"October 11, 2022 02:11 AM"
"Feb 20, 2013",595447,AREAS South Africa,https://disclosures.ifc.org/project-detail/AS/595447/areas-south-africa,South Africa,SOU,Africa,Sustainable Business Advisory,1550000,,Completed,"Mar 26, 2012",,ZA,"October 11, 2022 02:11 AM"
"Feb 20, 2013",599286,Biotrade Africa - Support to PhytoTrade Africa,https://disclosures.ifc.org/project-detail/AS/599286/biotrade-africa---support-to-phytotrade-africa,Malawi,MAL,Africa,Sustainable Business Advisory,772500,,Completed,"Jan 17, 2013",,MW,"October 11, 2022 02:11 AM"
"Feb 15, 2013",592348,Ukraine Agri Aggregator,https://disclosures.ifc.org/project-detail/AS/592348/ukraine-agri-aggregator,Ukraine,UKR,Europe,Sustainable Business Advisory,4995269,,Completed,"Dec 06, 2012",,UA,"October 11, 2022 02:11 AM"
"Feb 14, 2013",594787,Egypt SubNational Doing Business 2013,https://disclosures.ifc.org/project-detail/AS/594787/egypt-subnational-doing-business-2013,"Egypt, Arab Republic of",EGT,Africa,Investment Climate,1390000,,Completed,"May 31, 2012",,EG,"October 11, 2022 02:11 AM"
"Feb 04, 2013",599192,ACLEDA MFI Myanmar,https://disclosures.ifc.org/project-detail/AS/599192/acleda-mfi-myanmar,Myanmar,BUA,East Asia and the Pacific,Access To Finance,1250000,,Completed,"Dec 05, 2012",,MM,"October 11, 2022 02:11 AM"
"Jan 31, 2013",581947,MF Insurance BRA,https://disclosures.ifc.org/project-detail/AS/581947/mf-insurance-bra,Brazil,BRA,Latin America and the Caribbean,Access To Finance,284000,,Completed,"Apr 25, 2012",,BR,"October 11, 2022 02:11 AM"
"Jan 29, 2013",581867,China Water AS,https://disclosures.ifc.org/project-detail/AS/581867/china-water-as,China,CHA,East Asia and the Pacific,Cross-Industry Advisory Services,3671790,,Completed,"Oct 16, 2012",,CN,"October 11, 2022 02:11 AM"
"Jan 26, 2013",592107,Utility Efficiency in Africa Program,https://disclosures.ifc.org/project-detail/AS/592107/utility-efficiency-in-africa-program,Kenya,KEN,Africa,Sustainable Business Advisory,1337436,,Completed,"Nov 05, 2012",,KE,"October 11, 2022 02:11 AM"
"Jan 21, 2013",597707,DABS Kandahar Management Contract,https://disclosures.ifc.org/project-detail/AS/597707/dabs-kandahar-management-contract,Afghanistan,AFG,Middle East,Public-Private Partnerships Transaction Advisory,1226619,,Completed,"Nov 22, 2012",,AF,"October 11, 2022 02:11 AM"
"Jan 18, 2013",598387,Bangladesh Dialysis Centers PPP,https://disclosures.ifc.org/project-detail/AS/598387/bangladesh-dialysis-centers-ppp,Bangladesh,BAN,South Asia,Public-Private Partnerships Transaction Advisory,270012,,Completed,"Oct 31, 2012",,BD,"October 11, 2022 02:11 AM"
"Jan 18, 2013",584347,Cambodia Rice Sector Support,https://disclosures.ifc.org/project-detail/AS/584347/cambodia-rice-sector-support,Cambodia,KAM,East Asia and the Pacific,Sustainable Business Advisory,4506725,,Completed,"Jun 29, 2012",,KH,"October 11, 2022 02:11 AM"
"Jan 17, 2013",593827,Almaty ring road,https://disclosures.ifc.org/project-detail/AS/593827/almaty-ring-road,Kazakhstan,KAZ,Europe,Public-Private Partnerships Transaction Advisory,2034215,,Completed,"Nov 05, 2012",,KZ,"October 11, 2022 02:11 AM"
"Jan 16, 2013",589527,Health in Africa Initiative Project,https://disclosures.ifc.org/project-detail/AS/589527/health-in-africa-initiative-project,Country Name Pending,,Africa,Investment Climate,971427,,Completed,"Jun 24, 2012",,,"October 11, 2022 02:11 AM"
"Jan 14, 2013",586647,Advans Nigeria Microfinance Bank TA,https://disclosures.ifc.org/project-detail/AS/586647/advans-nigeria-microfinance-bank-ta,Nigeria,NIR,Africa,Access To Finance,878000,,Completed,"Jun 07, 2012",,NG,"October 11, 2022 02:11 AM"
"Jan 14, 2013",586827,Health in Africa Initiative Advisory Services,https://disclosures.ifc.org/project-detail/AS/586827/health-in-africa-initiative-advisory-services,Country Name Pending,,Africa,Investment Climate,1503828,,Completed,"Jul 09, 2012",,,"October 11, 2022 02:11 AM"
"Jan 14, 2013",595167,Green Building Regulation,https://disclosures.ifc.org/project-detail/AS/595167/green-building-regulation,Country Name Pending,,East Asia and the Pacific,Investment Climate,3002175,,Completed,"Jun 22, 2012",,,"October 11, 2022 02:11 AM"
"Jan 14, 2013",599081,MENA Captive Renewable Energy Project,https://disclosures.ifc.org/project-detail/AS/599081/mena-captive-renewable-energy-project,"Egypt, Arab Republic of",EGT,Middle East,Sustainable Business Advisory,2965485,,Completed,"Sep 04, 2012",,EG,"October 11, 2022 02:11 AM"
"Jan 11, 2013",582307,India E-waste Advisory Project (Clean E-India),https://disclosures.ifc.org/project-detail/AS/582307/india-e-waste-advisory-project-(clean-e-india),India,IND,South Asia,Sustainable Business Advisory,3489000,,Completed,"Nov 06, 2012",,IN,"October 11, 2022 02:11 AM"
"Jan 10, 2013",591087,Tunisia Investment Climate Reform Program,https://disclosures.ifc.org/project-detail/AS/591087/tunisia-investment-climate-reform-program,Tunisia,TUN,Africa,Investment Climate,2355862,,Completed,"Jul 18, 2012",,TN,"October 11, 2022 02:11 AM"
"Jan 10, 2013",595527,Sierra Leone Credit Bureau Project - Phase 1,https://disclosures.ifc.org/project-detail/AS/595527/sierra-leone-credit-bureau-project---phase-1,Sierra Leone,SIL,Africa,Access To Finance,120329,,Completed,"May 19, 2012",,SL,"October 11, 2022 02:11 AM"
"Jan 10, 2013",599100,Green Building Promotion,https://disclosures.ifc.org/project-detail/AS/599100/green-building-promotion,Country Name Pending,,East Asia and the Pacific,Investment Climate,2378014,,Completed,"Sep 07, 2012",,,"October 11, 2022 02:11 AM"
"Jan 09, 2013",598147,Corporate Governance Other MENA Regional Project II,https://disclosures.ifc.org/project-detail/AS/598147/corporate-governance-other-mena-regional-project-ii,"Egypt, Arab Republic of",EGT,Middle East,Sustainable Business Advisory,450000,,Completed,"Jul 19, 2012",,EG,"October 11, 2022 02:11 AM"
"Jan 07, 2013",589087,Hydropower Environmental & Social Performance Standards,https://disclosures.ifc.org/project-detail/AS/589087/hydropower-environmental-&-social-performance-standards,Lao People's Democratic Republic,LAO,East Asia and the Pacific,Sustainable Business Advisory,4765831,,Completed,"Sep 05, 2012",,LA,"October 11, 2022 02:11 AM"
"Jan 07, 2013",597327,Central Asia Tax Project,https://disclosures.ifc.org/project-detail/AS/597327/central-asia-tax-project,Country Name Pending,,Europe,Investment Climate,2474000,,Completed,"Oct 19, 2012",,,"October 11, 2022 02:11 AM"
"Jan 03, 2013",587207,Philippines Agribusiness Trade Logistics,https://disclosures.ifc.org/project-detail/AS/587207/philippines-agribusiness-trade-logistics,Philippines,PHL,East Asia and the Pacific,Investment Climate,3294565,,Completed,"Aug 24, 2012",,PH,"October 11, 2022 02:11 AM"
"Dec 27, 2012",598607,Arohan Pensions,https://disclosures.ifc.org/project-detail/AS/598607/arohan-pensions,India,IND,South Asia,Access To Finance,85000,,Completed,"Oct 08, 2012",,IN,"October 11, 2022 02:11 AM"
"Dec 21, 2012",596627,Amen Bank Risk Management Advisory,https://disclosures.ifc.org/project-detail/AS/596627/amen-bank-risk-management-advisory,Tunisia,TUN,Africa,Access To Finance,440000,,Completed,"Jun 01, 2012",,TN,"October 11, 2022 02:11 AM"
"Dec 21, 2012",599164,Thimphu Parking Project,https://disclosures.ifc.org/project-detail/AS/599164/thimphu-parking-project,Bhutan,BHU,South Asia,Public-Private Partnerships Transaction Advisory,590000,,Completed,"Oct 24, 2012",,BT,"October 11, 2022 02:11 AM"
"Dec 18, 2012",596167,Subnational DB in Colombia Third Round,https://disclosures.ifc.org/project-detail/AS/596167/subnational-db-in-colombia-third-round,Colombia,CLM,Latin America and the Caribbean,Investment Climate,860000,,Completed,"Oct 18, 2012",,CO,"October 11, 2022 02:11 AM"
"Dec 10, 2012",594827,SA Regional Trade,https://disclosures.ifc.org/project-detail/AS/594827/sa-regional-trade,Southern Asia Region,SAS,South Asia,Investment Climate,3546465,,Completed,"Aug 03, 2012",,41,"October 11, 2022 02:11 AM"
"Dec 04, 2012",585127,Low-Carbon Industry Initiative in Bangladesh,https://disclosures.ifc.org/project-detail/AS/585127/low-carbon-industry-initiative-in-bangladesh,Bangladesh,BAN,South Asia,Investment Climate,802000,,Completed,"Jul 03, 2012",,BD,"October 11, 2022 02:11 AM"
"Nov 30, 2012",593707,Guinea Business Regulation,https://disclosures.ifc.org/project-detail/AS/593707/guinea-business-regulation,Guinea,GUI,Africa,Investment Climate,1840000,,Completed,"Mar 24, 2012",,GN,"October 11, 2022 02:11 AM"
"Nov 30, 2012",580667,Technical Assistance to Collateral Registry in India,https://disclosures.ifc.org/project-detail/AS/580667/technical-assistance-to-collateral-registry-in-india,India,IND,South Asia,Access To Finance,702269,,Completed,"Sep 26, 2012",,IN,"October 11, 2022 02:11 AM"
"Nov 29, 2012",594228,"Ranchi Sadar Hospital PPP Project, Jharkhand",https://disclosures.ifc.org/project-detail/AS/594228/ranchi-sadar-hospital-ppp-project-jharkhand,India,IND,South Asia,Public-Private Partnerships Transaction Advisory,526840,,Completed,"Aug 14, 2012",,IN,"October 11, 2022 02:11 AM"
"Nov 29, 2012",599147,Jharkhand Diagnostic Imaging Services PPP,https://disclosures.ifc.org/project-detail/AS/599147/jharkhand-diagnostic-imaging-services-ppp,India,IND,South Asia,Public-Private Partnerships Transaction Advisory,302105,,Completed,"Sep 26, 2012",,IN,"October 11, 2022 02:11 AM"
"Nov 29, 2012",599148,Jharkhand Diagnostic Pathology Services PPP,https://disclosures.ifc.org/project-detail/AS/599148/jharkhand-diagnostic-pathology-services-ppp,India,IND,South Asia,Public-Private Partnerships Transaction Advisory,302105,,Completed,"Sep 25, 2012",,IN,"October 11, 2022 02:11 AM"
"Nov 29, 2012",582647,FINCA Global AS,https://disclosures.ifc.org/project-detail/AS/582647/finca-global-as,World Region,WLD,Global,Access To Finance,380000,,Completed,"Jun 27, 2012",,99,"October 11, 2022 02:11 AM"
"Nov 26, 2012",599089,e4e ICT Jordan,https://disclosures.ifc.org/project-detail/AS/599089/e4e-ict-jordan,Jordan,JOR,Middle East,Investment Climate,845000,,Completed,"Aug 02, 2012",,JO,"October 11, 2022 02:11 AM"
"Nov 21, 2012",590607,Kenya Investment Climate Power Project,https://disclosures.ifc.org/project-detail/AS/590607/kenya-investment-climate-power-project,Kenya,KEN,Africa,Investment Climate,1600000,,Completed,"Apr 14, 2012",,KE,"October 11, 2022 02:11 AM"
"Nov 21, 2012",592167,Debt Resolution and Business Exit,https://disclosures.ifc.org/project-detail/AS/592167/debt-resolution-and-business-exit,Country Name Pending,,Middle East,Investment Climate,298205,,Completed,"Jun 24, 2012",,,"October 11, 2022 02:11 AM"
"Nov 21, 2012",595607,"Waste to Energy, Bangladesh",https://disclosures.ifc.org/project-detail/AS/595607/waste-to-energy-bangladesh,Bangladesh,BAN,South Asia,Sustainable Business Advisory,395000,,Completed,"Sep 04, 2012",,BD,"October 11, 2022 02:11 AM"
"Nov 14, 2012",595967,BR Airports,https://disclosures.ifc.org/project-detail/AS/595967/br-airports,Brazil,BRA,Latin America and the Caribbean,Public-Private Partnerships Transaction Advisory,4520000,,Completed,"Jul 13, 2012",,BR,"October 11, 2022 02:11 AM"
"Nov 08, 2012",597227,Palestine for Credit and Development,https://disclosures.ifc.org/project-detail/AS/597227/palestine-for-credit-and-development,West Bank and Gaza,XOT,Middle East,Access To Finance,234619,,Completed,"Jun 27, 2012",,GZ,"October 11, 2022 02:11 AM"
"Nov 06, 2012",585047,East African Community IC Phase 2,https://disclosures.ifc.org/project-detail/AS/585047/east-african-community-ic-phase-2,Eastern Africa Region,EAN,Africa,Investment Climate,8100000,,Active,"Jul 02, 2012","Jul 01, 2012",29,"October 11, 2022 02:11 AM"
"Oct 23, 2012",598587,Rio Tinto - TA & Local Supplier Development Project,https://disclosures.ifc.org/project-detail/AS/598587/rio-tinto---ta-&-local-supplier-development-project,Guinea,GUI,Africa,Sustainable Business Advisory,3896500,,Completed,"Aug 31, 2012",,GN,"October 11, 2022 02:11 AM"
"Oct 19, 2012",587327,Africa Microfinance AS Program Management,https://disclosures.ifc.org/project-detail/AS/587327/africa-microfinance-as-program-management,Africa Region,AFR,Africa,Access To Finance,4997685,,Completed,"Aug 31, 2012",,3A,"October 11, 2022 02:11 AM"
"Oct 19, 2012",594527,Africa MF KM,https://disclosures.ifc.org/project-detail/AS/594527/africa-mf-km,Africa Region,AFR,Africa,Access To Finance,4994746,,Completed,"Aug 31, 2012",,3A,"October 11, 2022 02:11 AM"
"Oct 16, 2012",595728,Balkans Renewable Energy Program Expansion,https://disclosures.ifc.org/project-detail/AS/595728/balkans-renewable-energy-program-expansion,Serbia,SRB,Europe,Sustainable Business Advisory,3440000,,Completed,"Jul 19, 2012",,YF,"October 11, 2022 02:11 AM"
"Oct 11, 2012",595427,SEF Grassroots Trading Network,https://disclosures.ifc.org/project-detail/AS/595427/sef-grassroots-trading-network,India,IND,South Asia,Access To Finance,545800,,Completed,"Apr 11, 2012",,IN,"October 11, 2022 02:11 AM"
"Oct 09, 2012",586547,Philippines Secured Transactions,https://disclosures.ifc.org/project-detail/AS/586547/philippines-secured-transactions,Philippines,PHL,East Asia and the Pacific,Access To Finance,1426257,,Active,"Aug 08, 2012",,PH,"October 11, 2022 02:11 AM"
"Oct 09, 2012",595988,Banco Atlantida SEF AS Project,https://disclosures.ifc.org/project-detail/AS/595988/banco-atlantida-sef-as-project,Honduras,HDS,Latin America and the Caribbean,Access To Finance,100000,,Completed,"Mar 06, 2012",,HN,"October 11, 2022 02:11 AM"
"Oct 09, 2012",574367,Xinjiang MCC TA,https://disclosures.ifc.org/project-detail/AS/574367/xinjiang-mcc-ta,China,CHA,East Asia and the Pacific,Access To Finance,1050000,,Completed,"May 14, 2012",,CN,"October 11, 2022 02:11 AM"
"Oct 05, 2012",596787,Tibar Bay Port,https://disclosures.ifc.org/project-detail/AS/596787/tibar-bay-port,Timor-Leste,TMP,East Asia and the Pacific,Public-Private Partnerships Transaction Advisory,2900000,,Completed,"Jul 27, 2012",,,"October 11, 2022 02:11 AM"
"Oct 03, 2012",591287,Arab Credit Reporting Initiative Phase 2,https://disclosures.ifc.org/project-detail/AS/591287/arab-credit-reporting-initiative-phase-2,Middle East Region,,Middle East,Access To Finance,425000,,Completed,"Jun 21, 2012",,,"October 11, 2022 02:11 AM"
"Oct 03, 2012",598467,Corporate Governance PakAf,https://disclosures.ifc.org/project-detail/AS/598467/corporate-governance-pakaf,Pakistan,PAK,Middle East,"Environment, Social and Governance",1085569,,Active,"Jun 21, 2012",,PK,"October 11, 2022 02:11 AM"
"Oct 03, 2012",598507,Levant Corporate Governance Project,https://disclosures.ifc.org/project-detail/AS/598507/levant-corporate-governance-project,Lebanon,LEB,Middle East,Sustainable Business Advisory,780000,,Completed,"Jul 19, 2012",,LB,"October 11, 2022 02:11 AM"
"Oct 03, 2012",585507,CHUEE 3 SME Advisory Services,https://disclosures.ifc.org/project-detail/AS/585507/chuee-3-sme-advisory-services,China,CHA,East Asia and the Pacific,Access To Finance,4060044,,Active,"May 21, 2012",,CN,"October 11, 2022 02:11 AM"
"Sep 27, 2012",596227,Alternative Delivery Channels,https://disclosures.ifc.org/project-detail/AS/596227/alternative-delivery-channels,India,IND,South Asia,Access To Finance,440000,,Completed,"Jun 20, 2012",,IN,"October 11, 2022 02:11 AM"
"Sep 27, 2012",598667,SEF Dia Vikas,https://disclosures.ifc.org/project-detail/AS/598667/sef-dia-vikas,India,IND,South Asia,Access To Finance,271000,,Completed,"Jun 24, 2012",,IN,"October 11, 2022 02:11 AM"
"Sep 21, 2012",597107,Comores Télécom Privatisation,https://disclosures.ifc.org/project-detail/AS/597107/comores-télécom-privatisation,Comoros,COM,Africa,Public-Private Partnerships Transaction Advisory,2606475,,Completed,"May 10, 2012",,,"October 11, 2022 02:11 AM"
"Sep 21, 2012",597987,Ujjivan Microfinance,https://disclosures.ifc.org/project-detail/AS/597987/ujjivan-microfinance,India,IND,South Asia,Access To Finance,885000,,Completed,"Jun 20, 2012",,IN,"October 11, 2022 02:11 AM"
"Sep 21, 2012",598687,Singhivi Investment and Finance Private Limited,https://disclosures.ifc.org/project-detail/AS/598687/singhivi-investment-and-finance-private-limited,India,IND,South Asia,Access To Finance,320000,,Completed,"Jun 26, 2012",,IN,"October 11, 2022 02:11 AM"
"Sep 19, 2012",571187,Advans CI TA,https://disclosures.ifc.org/project-detail/AS/571187/advans-ci-ta,Cote D'Ivoire,IVC,Africa,Access To Finance,1090000,,Completed,"May 29, 2012",,CI,"October 11, 2022 02:11 AM"
"Sep 12, 2012",588987,Uzbek Cold Storages,https://disclosures.ifc.org/project-detail/AS/588987/uzbek-cold-storages,Uzbekistan,UZB,Europe,Public-Private Partnerships Transaction Advisory,440000,,Completed,"Jul 14, 2012",,UZ,"October 11, 2022 02:11 AM"
"Aug 29, 2012",589967,PCB Jordan 2,https://disclosures.ifc.org/project-detail/AS/589967/pcb-jordan-2,Jordan,JOR,Middle East,Access To Finance,250000,,Active,"Jun 21, 2012",,JO,"October 11, 2022 02:11 AM"
"Aug 17, 2012",586208,Housing Regional,https://disclosures.ifc.org/project-detail/AS/586208/housing-regional,India,IND,South Asia,Access To Finance,700000,,Completed,"Jun 18, 2012",,IN,"October 11, 2022 02:11 AM"
"Aug 16, 2012",587787,Aadhar Resp Fin,https://disclosures.ifc.org/project-detail/AS/587787/aadhar-resp-fin,India,IND,South Asia,Access To Finance,470000,,Completed,"Jun 26, 2012",,IN,"October 11, 2022 02:11 AM"
"Aug 15, 2012",591907,Lesotho Tourism PPPs,https://disclosures.ifc.org/project-detail/AS/591907/lesotho-tourism-ppps,Lesotho,LES,Africa,Public-Private Partnerships Transaction Advisory,1250000,,Completed,"Apr 13, 2012",,,"October 11, 2022 02:11 AM"
"Aug 13, 2012",596967,Grameen Koota Housing Microfinance,https://disclosures.ifc.org/project-detail/AS/596967/grameen-koota-housing-microfinance,India,IND,South Asia,Access To Finance,440000,,Completed,"Jun 08, 2012",,IN,"October 11, 2022 02:11 AM"
"Aug 06, 2012",597047,SEF Micro Energy Credits,https://disclosures.ifc.org/project-detail/AS/597047/sef-micro-energy-credits,India,IND,South Asia,Access To Finance,532500,,Completed,"May 22, 2012",,IN,"October 11, 2022 02:11 AM"
"Jul 25, 2012",596867,Mehsana Solar,https://disclosures.ifc.org/project-detail/AS/596867/mehsana-solar,India,IND,South Asia,Public-Private Partnerships Transaction Advisory,391587,,Completed,"May 03, 2012",,IN,"October 11, 2022 02:11 AM"
"Jul 20, 2012",593547,The Andhra Pradesh State Coooperative Bank Ltd. - PBGI Project,https://disclosures.ifc.org/project-detail/AS/593547/the-andhra-pradesh-state-coooperative-bank-ltd----pbgi-project,India,IND,South Asia,Access To Finance,1126459,,Completed,"May 18, 2012",,IN,"October 11, 2022 02:11 AM"
"Jul 20, 2012",583267,Investment Climate Program,https://disclosures.ifc.org/project-detail/AS/583267/investment-climate-program,Country Name Pending,,Africa,Investment Climate,1625000,,Completed,"Apr 17, 2012",,,"October 11, 2022 02:11 AM"
"Jul 18, 2012",592607,Africa Mobile Financial Services Program Management,https://disclosures.ifc.org/project-detail/AS/592607/africa-mobile-financial-services-program-management,Africa Region,AFR,Africa,Access To Finance,3679639,,Completed,"Mar 21, 2012",,3A,"October 11, 2022 02:11 AM"
"Jul 17, 2012",594947,Bank Alfalah SME Banking Advisory,https://disclosures.ifc.org/project-detail/AS/594947/bank-alfalah-sme-banking-advisory,Pakistan,PAK,Middle East,Access To Finance,800000,,Completed,"Apr 15, 2012",,PK,"October 11, 2022 02:11 AM"
"Jun 15, 2012",588947,G2P Payment,https://disclosures.ifc.org/project-detail/AS/588947/g2p-payment,India,IND,South Asia,Access To Finance,2981736,,Active,"Feb 08, 2012","Jan 09, 2012",IN,"October 11, 2022 02:11 AM"
"Jun 15, 2012",580727,Buddhist Circuit Tourism: Facilitating Growth Corridors in UP and Bihar,https://disclosures.ifc.org/project-detail/AS/580727/buddhist-circuit-tourism:-facilitating-growth-corridors-in-up-and-bihar,India,IND,South Asia,Investment Climate,2600000,,Active,"Apr 11, 2012","Mar 16, 2012",IN,"October 11, 2022 02:11 AM"
"Jun 15, 2012",585787,GCGF - KM & Advocacy,https://disclosures.ifc.org/project-detail/AS/585787/gcgf---km-&-advocacy,World Region,WLD,Global,Sustainable Business Advisory,4546400,,Completed,"Jan 25, 2012","Nov 26, 2011",99,"October 11, 2022 02:11 AM"
"Jun 11, 2012",597087,Health for All_1,https://disclosures.ifc.org/project-detail/AS/597087/health-for-all_1,India,IND,South Asia,Public-Private Partnerships Transaction Advisory,440000,,Completed,"Apr 10, 2012",,IN,"October 11, 2022 02:11 AM"
"May 30, 2012",594767,Tata Water,https://disclosures.ifc.org/project-detail/AS/594767/tata-water,India,IND,South Asia,Sustainable Business Advisory,360000,,Completed,"Mar 07, 2012",,IN,"October 11, 2022 02:11 AM"
"May 29, 2012",592127,Zalkar Bank,https://disclosures.ifc.org/project-detail/AS/592127/zalkar-bank,Kyrgyz Republic,KGZ,Europe,Public-Private Partnerships Transaction Advisory,230001,,Completed,"Mar 21, 2012",,KG,"October 11, 2022 02:11 AM"
"May 24, 2012",588887,BA Health II,https://disclosures.ifc.org/project-detail/AS/588887/ba-health-ii,Brazil,BRA,Latin America and the Caribbean,Public-Private Partnerships Transaction Advisory,8536504,,Completed,"Mar 07, 2012",,BR,"October 11, 2022 02:11 AM"
"May 23, 2012",591987,FAST TK Global,https://disclosures.ifc.org/project-detail/AS/591987/fast-tk-global,World Region,WLD,Global,Sustainable Business Advisory,1938000,,Completed,"Feb 29, 2012",,99,"October 11, 2022 02:11 AM"
"May 18, 2012",586887,Nepal Payments,https://disclosures.ifc.org/project-detail/AS/586887/nepal-payments,Nepal,NEP,South Asia,Access To Finance,261720,,Completed,"Mar 19, 2012",,NP,"October 11, 2022 02:11 AM"
"Apr 24, 2012",593007,Manila LRTs,https://disclosures.ifc.org/project-detail/AS/593007/manila-lrts,Philippines,PHL,East Asia and the Pacific,Public-Private Partnerships Transaction Advisory,4375000,,Completed,"Feb 24, 2012",,PH,"October 11, 2022 02:11 AM"
"Apr 05, 2012",585907,Kyrgyzstan HMF,https://disclosures.ifc.org/project-detail/AS/585907/kyrgyzstan-hmf,Kyrgyz Republic,KGZ,Central Asia and Turkiye,Access To Finance,1215000,,Active,"Feb 01, 2012",,KG,"October 11, 2022 02:11 AM"
"Feb 23, 2012",587227,Bosnia and Herzegovina Investment Climate Project,https://disclosures.ifc.org/project-detail/AS/587227/bosnia-and-herzegovina-investment-climate-project,Bosnia and Herzegovina,BIH,Europe,Investment Climate,3236000,,Completed,"Nov 03, 2011","Oct 17, 2011",BA,"October 11, 2022 02:11 AM"
"Feb 23, 2012",576047,Investment Climate Reform Moldova,https://disclosures.ifc.org/project-detail/AS/576047/investment-climate-reform-moldova,Moldova,MDA,Europe,Investment Climate,2474244,,Active,"Nov 25, 2011","Oct 01, 2011",MD,"October 11, 2022 02:11 AM"
"Feb 23, 2012",578327,SME Management Solutions Africa,https://disclosures.ifc.org/project-detail/AS/578327/sme-management-solutions-africa,Africa Region,AFR,Africa,Sustainable Business Advisory,8796500,,Completed,"Nov 17, 2011","Sep 01, 2011",3A,"October 11, 2022 02:11 AM"
"Dec 30, 2011",572687,Trade Logistics South East Europe,https://disclosures.ifc.org/project-detail/AS/572687/trade-logistics-south-east-europe,Serbia,SRB,Europe,Investment Climate,2624000,,Completed,"Aug 03, 2011","Sep 01, 2011",YF,"October 11, 2022 02:11 AM"
"Dec 30, 2011",577067,Agri Finance Advisory,https://disclosures.ifc.org/project-detail/AS/577067/agri-finance-advisory,World Region,WLD,Global,Access To Finance,3950000,,Active,"Jun 27, 2011","Mar 01, 2011",99,"October 11, 2022 02:11 AM"
"Dec 30, 2011",577647,Liberia Investment Climate AS Phase 3,https://disclosures.ifc.org/project-detail/AS/577647/liberia-investment-climate-as-phase-3,Liberia,LIB,Africa,Investment Climate,2968500,,Active,"Jul 12, 2011","Jun 27, 2011",LR,"October 11, 2022 02:11 AM"
"Dec 30, 2011",579627,GLOBAL MF AS 2,https://disclosures.ifc.org/project-detail/AS/579627/global-mf-as-2,World Region,WLD,Global,Access To Finance,2952500,,Completed,"Jun 23, 2011","Jul 01, 2010",99,"October 11, 2022 02:11 AM"
"Dec 30, 2011",581707,Out-of-court settlement and resolution in Bangladesh,https://disclosures.ifc.org/project-detail/AS/581707/out-of-court-settlement-and-resolution-in-bangladesh,Bangladesh,BAN,South Asia,Investment Climate,2832000,,Active,"Jun 24, 2011","Jul 01, 2011",BD,"October 11, 2022 02:11 AM"
"Dec 30, 2011",583987,Tax Transparency Technical Assistance Program,https://disclosures.ifc.org/project-detail/AS/583987/tax-transparency-technical-assistance-program,World Region,WLD,Global,Investment Climate,4600000,,Completed,"Jul 19, 2011","Jul 01, 2011",99,"October 11, 2022 02:11 AM"
"Dec 30, 2011",584327,Regulatory Modernization for supporting the creation of a Digital Bangladesh,https://disclosures.ifc.org/project-detail/AS/584327/regulatory-modernization-for-supporting-the-creation-of-a-digital-bangladesh,Bangladesh,BAN,South Asia,Investment Climate,3600000,,Active,"Jun 29, 2011","Jul 01, 2011",BD,"October 11, 2022 02:11 AM"
"Dec 30, 2011",584527,Business Taxation Streamlining Program,https://disclosures.ifc.org/project-detail/AS/584527/business-taxation-streamlining-program,Bangladesh,BAN,South Asia,Investment Climate,4100000,,Active,"Jun 29, 2011","Jul 01, 2011",BD,"October 11, 2022 02:11 AM"
"May 19, 2011",581028,Strengthening local governance to improve the impact of royalties,https://disclosures.ifc.org/project-detail/AS/581028/strengthening-local-governance-to-improve-the-impact-of-royalties,Peru,PER,Latin America and the Caribbean,Sustainable Business Advisory,4073540,,Active,"Mar 08, 2011","Feb 15, 2011",PE,"October 11, 2022 02:11 AM"
"May 19, 2011",583008,Municipal Royalty Investment Peru,https://disclosures.ifc.org/project-detail/AS/583008/municipal-royalty-investment-peru,Peru,PER,Latin America and the Caribbean,Sustainable Business Advisory,3840000,,Active,"Mar 08, 2011","Feb 14, 2011",PE,"October 11, 2022 02:11 AM"
"Feb 23, 2011",29743,Punjab Wheat Silos (Pakistan),https://disclosures.ifc.org/project-detail/AS/29743/punjab-wheat-silos-(pakistan),Pakistan,PAK,Middle East,Public-Private Partnerships Transaction Advisory,2121874,,Completed,"Nov 24, 2010","Oct 01, 2010",PK,"October 11, 2022 02:11 AM"
"Feb 23, 2011",30017,Sindh Silos (Pakistan),https://disclosures.ifc.org/project-detail/AS/30017/sindh-silos-(pakistan),Pakistan,PAK,Middle East,Public-Private Partnerships Transaction Advisory,2121874,,Completed,"Nov 24, 2010","Oct 01, 2010",PK,"October 11, 2022 02:11 AM"
"Feb 23, 2011",564788,Ukraine Agri-Finance Project,https://disclosures.ifc.org/project-detail/AS/564788/ukraine-agri-finance-project,Ukraine,UKR,Europe,Access To Finance,2764118,,Completed,"Sep 16, 2010","Nov 01, 2010",UA,"October 11, 2022 02:11 AM"
"Feb 23, 2011",569968,Cleaner Production for Companies (MENA),https://disclosures.ifc.org/project-detail/AS/569968/cleaner-production-for-companies-(mena),Middle East Region,,Middle East,Sustainable Business Advisory,2182845,,Active,"Jan 06, 2011","Dec 01, 2010",,"October 11, 2022 02:11 AM"
