Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
2014-10-31,1164.25,929.24,130518.24,727.72,1312.63,1120.53,71484.94,7117.64,2584.87,4367.97,14069961.25,4276.29,37919.61,24775240.0,8324.44,1244268.88,50038.59,12861.47,1324.52
2014-11-28,1182.75,948.74,140374.68,755.24,1348.63,1139.58,73395.54,7268.0,2622.27,4438.92,14434281.0,4344.3,38835.59,25307893.13,8456.72,1310427.81,58513.59,13065.25,1385.76
2014-12-31,1206.0,996.65,144593.36,773.45,1396.85,1198.34,76125.73,7482.02,2819.33,4525.45,14936310.0,4429.64,39677.39,25793325.0,8622.96,1325574.78,72360.0,13951.91,1473.7
2015-01-30,1260.25,1116.8,148035.26,839.1,1597.93,1159.49,78053.58,7877.82,3073.94,4738.85,15964216.88,4628.96,41247.98,26861598.63,9565.36,1378209.22,88627.08,14657.97,1618.3
2015-02-27,1214.0,1082.33,145127.63,785.56,1515.86,1150.87,75031.26,7611.29,3053.21,4552.8,15690950.0,4458.72,39248.6,25915865.0,9262.88,1332425.46,75042.49,14146.74,1550.94
2015-03-31,1187.0,1105.21,142350.96,799.6,1503.33,1152.93,74283.93,7358.92,3082.04,4452.56,15520025.0,4359.73,38624.97,25585785.0,9056.87,1316917.09,68997.04,14381.99,1553.77
2015-04-30,1180.25,1053.28,141240.52,768.02,1429.58,1105.78,74963.58,7320.85,3157.35,4426.05,15298990.63,4335.0,38906.94,25481597.5,9005.37,1265228.0,60888.68,14111.24,1496.36
2015-05-29,1191.4,1086.7,147846.75,780.76,1487.16,1123.91,76090.23,7384.89,3171.51,4468.17,15755072.31,4376.07,40078.69,25990388.87,9090.44,1320368.94,62664.53,14496.66,1556.47
2015-06-30,1171.0,1050.98,143289.4,744.58,1461.93,1094.36,74569.27,7261.37,3137.11,4391.25,15612357.5,4301.02,39551.11,25572883.5,8934.79,1306191.89,65242.14,14213.3,1523.55
2015-07-31,1098.4,994.16,136086.24,703.88,1428.96,1055.67,70427.42,6820.73,3034.55,4119.27,14858604.68,4034.2,38713.1,23964889.07,8600.53,1285292.54,67029.46,13858.51,1495.74
2015-08-31,1135.0,1012.94,137544.97,737.97,1510.12,1097.6,75449.11,7237.1,3303.98,4256.87,15946750.0,4168.91,40684.06,25516502.5,8887.11,1342421.25,75727.18,15054.92,1600.96
2015-09-30,1114.0,997.99,133418.21,735.44,1493.54,1088.49,73122.96,7081.81,3372.91,4177.78,16320100.0,4091.55,40432.63,25039935.0,8722.68,1320423.98,73084.97,15403.28,1586.33
2015-10-30,1142.35,1034.13,137853.05,739.67,1494.59,1126.07,74646.84,7216.79,3326.06,4284.38,15635913.62,4195.74,40630.52,25514955.15,9173.13,1302335.73,72933.61,15772.02,1601.16
2015-11-30,1061.9,1005.44,130911.02,705.44,1414.08,1091.58,70780.94,6794.14,3086.41,3985.84,14691385.15,3900.41,38058.49,23892747.8,8314.73,1229732.98,70135.82,15312.6,1465.5
2015-12-31,1060.0,975.79,127512.7,719.18,1472.45,1061.06,70125.63,6883.22,3093.98,3979.13,14612100.0,3893.38,38144.08,23834100.0,8299.85,1242902.79,77417.09,16425.23,1456.94
2016-01-29,1111.8,1027.49,134600.03,783.79,1564.58,1139.21,75466.18,7314.31,3290.65,4170.92,15315042.31,4083.7,39727.38,24715309.66,8705.45,1332936.68,83608.73,17677.62,1571.78
2016-02-29,1234.9,1136.53,139389.33,886.12,1672.8,1229.96,84498.01,8085.01,3648.88,4631.49,16513081.49,4535.85,43999.47,27538267.82,9669.33,1527200.65,92670.76,19492.77,1728.95
2016-03-31,1237.0,1085.52,139032.6,860.64,1600.0,1184.61,81917.22,8000.42,3483.02,4639.55,16402620.0,4543.5,43517.65,27576441.0,10984.5,1414633.02,82705.8,18193.8,1608.06
2016-04-29,1285.65,1122.5,137558.11,877.64,1610.4,1232.3,85277.14,8336.8,3592.49,4821.57,16955150.91,4722.13,44907.74,28657136.32,11416.51,1464869.37,83159.04,18231.48,1684.66
2016-05-31,1212.1,1088.79,134427.93,832.77,1585.55,1205.07,81556.12,7981.68,3577.69,4545.56,16557284.0,4451.92,43302.26,27138915.72,10763.39,1444580.37,80091.01,19063.91,1673.13
2016-06-30,1320.75,1188.85,135495.74,987.99,1715.26,1286.67,89144.01,8774.53,3798.01,4953.87,17450409.38,4851.25,46411.15,29458008.0,11728.19,1521305.69,84366.19,19342.38,1773.77
2016-07-29,1342.0,1200.09,137534.85,1010.77,1750.03,1296.98,89893.85,8931.01,4012.78,5032.9,17578187.0,4929.3,46741.84,29925258.0,11916.89,1503241.17,88845.41,18604.15,1765.67
2016-08-31,1309.25,1175.53,135422.27,999.66,1717.8,1286.4,87680.45,8743.56,3874.2,4910.15,17367201.25,4809.01,45320.34,29202821.25,11626.07,1459813.75,85549.67,19264.5,1742.07
2016-09-30,1322.5,1176.81,133922.96,1018.09,1738.1,1282.03,88052.03,8821.07,3968.43,4961.69,17259947.5,4857.54,45824.62,29497701.25,11743.73,1456535.18,83345.59,18186.03,1728.19
2016-10-31,1272.0,1160.37,133668.11,1041.85,1704.8,1257.88,84952.43,8612.46,3938.81,4770.64,16597056.0,4672.18,44516.82,28394856.0,11295.3,1455486.0,80504.11,17149.74,1671.59
2016-11-30,1178.1,1110.58,134238.58,942.93,1584.07,1200.07,80639.69,8113.57,4039.47,4418.99,15966198.26,4326.98,42034.0,26695742.68,20940.72,1377257.4,76075.79,16524.32,1594.5
2016-12-30,1145.9,1086.42,133652.03,927.37,1536.71,1164.64,77772.22,7963.43,4030.82,4299.19,15438136.43,4208.77,41035.23,26093286.68,20775.15,1384017.68,69950.02,15670.18,1582.52
2017-01-31,1212.8,1122.24,136530.93,963.99,1581.19,1196.55,82282.39,8341.64,4578.74,4548.18,16193909.39,4454.49,42702.67,27400179.59,22982.55,1409394.48,72893.09,16348.54,1597.58
2017-02-28,1255.6,1181.63,140482.78,1009.0,1662.98,1257.42,83772.05,8624.46,4554.81,4708.69,16744679.65,4611.19,43827.32,28582475.07,19838.48,1419769.53,73372.55,16423.25,1633.09
2017-03-31,1244.85,1163.9,138713.61,995.52,1660.19,1246.03,80834.32,8579.26,4533.31,4668.5,16588246.72,4572.33,42776.14,28326558.42,22469.52,1392115.35,70137.19,16691.88,1631.84
2017-04-28,1266.45,1163.0,141171.16,978.9,1731.62,1260.69,81470.71,8735.21,4500.65,4749.5,16880511.4,4651.67,43806.5,28803504.46,22859.41,1441093.28,72178.97,16949.85,1693.45
2017-05-31,1266.2,1126.01,140022.71,980.83,1710.26,1225.11,81695.21,8636.75,4477.92,4748.76,16865783.35,4650.75,43126.77,28761731.89,22918.21,1417637.28,71872.67,16696.43,1700.85
2017-06-30,1242.25,1089.17,139579.19,956.35,1613.31,1189.64,80295.93,8421.83,4375.89,4658.75,16556086.88,4562.72,42199.22,28237584.75,22509.56,1421320.22,73626.59,16276.58,1619.52
2017-07-31,1267.55,1075.11,140057.91,961.47,1585.13,1223.0,81314.9,8529.22,4466.4,4753.44,16888833.6,4655.65,42179.61,28806970.64,22708.15,1418451.36,76257.37,16723.73,1587.71
2017-08-31,1311.75,1103.33,144371.2,1018.01,1644.61,1260.59,83855.24,8653.48,4528.88,4919.32,17501368.5,4818.19,43556.64,29818045.13,23165.49,1479129.11,76179.88,17049.47,1653.85
2017-09-29,1283.1,1085.35,144432.12,956.36,1604.71,1241.53,83812.07,8523.37,4562.83,4811.75,17282071.93,4712.38,42791.37,29160368.82,22646.7,1469598.23,73852.01,17325.06,1635.25
2017-10-31,1270.15,1090.3,144327.12,956.47,1637.35,1266.09,82269.18,8417.79,4822.19,4763.38,17226408.05,4664.82,42194.36,28848279.66,22401.32,1423012.26,74107.71,17961.51,1656.54
2017-11-30,1280.2,1073.68,143260.77,945.74,1649.28,1257.09,82547.29,8463.02,5000.52,4801.0,17315984.54,4702.17,41811.32,29085502.79,22637.13,1393177.6,74781.27,17465.13,1686.36
2017-12-29,1291.0,1075.12,145431.14,954.35,1617.56,1258.08,82401.3,8406.99,4894.95,4841.64,17515642.5,4741.58,42073.69,29317319.0,22953.98,1382079.8,74324.48,15982.58,1650.58
2018-01-31,1345.05,1079.71,146818.91,945.85,1650.17,1250.36,85550.2,8461.98,5045.82,5043.94,18008199.31,4940.5,42126.95,30545072.28,23753.56,1436311.24,75680.89,15970.78,1661.07
2018-02-28,1317.85,1080.52,140621.15,956.45,1688.63,1245.43,85852.96,8344.62,5016.33,4942.33,18118458.71,4840.4,41367.31,29990309.12,23273.21,1427099.48,74191.63,15555.57,1691.18
2018-03-30,1323.85,1076.43,140791.42,943.72,1706.77,1267.72,86343.73,8329.27,5244.3,4964.44,18226102.86,4862.5,41396.77,30196353.23,23339.46,1411091.43,76121.37,15685.96,1725.9
2018-04-30,1313.2,1086.91,143696.89,953.43,1683.46,1299.94,87642.95,8332.12,5338.49,4924.83,18269894.32,4823.58,41444.59,29893027.09,23163.2,1402562.95,82699.62,16393.66,1739.68
2018-05-31,1305.35,1118.26,141819.72,980.99,1693.3,1283.29,88088.27,8355.54,5922.96,4895.58,18137836.21,4794.74,41758.13,29769808.76,23359.22,1407101.81,81359.19,16532.26,1725.17
2018-06-29,1250.45,1071.0,138506.09,947.13,1644.9,1241.63,85674.58,8284.61,5728.56,4689.62,17918947.8,4593.09,41427.39,28708455.2,22370.55,1393626.47,78406.34,17138.98,1692.43
2018-07-31,1220.95,1043.5,136673.12,930.78,1589.68,1208.74,83740.37,8334.81,5993.64,4579.05,17606098.3,4484.73,40620.99,28427377.71,21836.68,1365815.54,76184.21,15992.92,1642.39
2018-08-31,1202.45,1033.48,133333.66,925.14,1567.93,1162.89,85285.25,8212.25,7962.92,4509.79,17712087.78,4416.78,39356.18,28021893.66,21439.67,1338507.05,80989.51,17617.39,1662.68
2018-09-28,1187.25,1022.17,134853.78,910.43,1534.64,1159.71,86063.74,8168.99,7132.17,4452.48,17691805.88,4360.83,38395.66,27695574.38,21275.52,1316957.06,77758.99,16801.07,1640.87
2018-10-31,1214.95,1072.28,137113.17,950.85,1595.53,1222.12,89839.46,8473.18,6807.73,4557.46,18470276.63,4462.63,40275.58,28363614.09,21790.12,1384495.98,79870.8,17940.25,1714.22
2018-11-30,1217.55,1075.34,138252.77,954.27,1618.25,1216.76,84857.12,8454.42,6391.34,4567.94,17414006.08,4472.24,40042.17,28390217.57,21806.3,1364812.39,81518.0,16882.85,1667.31
2018-12-31,1279.0,1118.84,140325.48,1004.24,1746.86,1260.84,89293.37,8781.23,6804.15,4797.91,18392020.0,4697.96,41644.24,29666405.0,22919.68,1427107.95,88727.42,18398.41,1816.76
2019-01-31,1323.25,1153.21,144009.28,1005.93,1737.82,1312.8,94109.53,8873.05,6849.01,4962.91,18489110.63,4860.3,41341.63,30698076.75,23408.28,1472313.98,86644.81,17559.53,1814.78
2019-02-28,1319.15,1158.47,146847.76,991.77,1737.32,1314.14,93826.17,8820.1,7036.35,4947.27,18557141.25,4845.24,41569.71,30604277.73,23111.49,1483647.83,86927.02,18547.25,1854.17
2019-03-29,1295.4,1153.67,143381.34,994.13,1730.59,1290.09,89738.82,8705.35,7318.49,4858.2,18446494.61,4758.13,41109.5,30058459.33,22449.26,1470408.24,85104.53,18681.29,1823.61
2019-04-30,1282.3,1144.2,142816.14,983.62,1724.95,1306.66,89188.75,8638.6,7654.69,4809.01,18272772.22,4710.08,40937.41,29861556.7,22055.55,1497918.39,82807.71,18383.37,1821.84
2019-05-31,1295.55,1162.61,140664.32,1027.89,1751.45,1303.13,90288.47,8943.18,7560.37,4858.77,18490734.59,4758.68,41000.9,30336594.23,21687.49,1542870.14,84393.71,18859.97,1869.88
2019-06-28,1409.0,1237.27,151805.65,1107.1,1841.21,1373.77,97259.74,9677.43,8149.66,5284.1,19905647.5,5175.47,43210.5,32836745.0,23523.24,1626901.71,88872.67,19868.66,2007.84
2019-07-31,1427.55,1282.15,154996.22,1165.87,1874.59,1413.27,98194.0,9829.39,7939.67,5354.1,20009965.61,5243.6,43904.28,33165550.84,23654.49,1688933.97,90545.9,20233.73,2071.16
2019-08-30,1528.4,1387.88,162231.99,1255.0,2030.94,1512.28,109139.19,10920.88,8904.84,5732.57,21680352.61,5614.04,46727.0,35437480.14,25295.0,1851274.38,101808.61,23206.84,2268.5
2019-09-30,1485.3,1362.41,160523.77,1205.31,1966.54,1481.07,105261.4,10602.66,8386.74,5571.66,21083830.73,5455.73,45427.88,34460440.77,24160.24,1776641.22,96369.95,22520.86,2202.24
2019-10-31,1510.95,1354.32,163341.24,1167.66,1985.92,1490.93,107169.78,10630.14,8631.38,5666.51,21209204.46,5549.42,45623.12,35058571.72,24386.73,1757914.65,96808.44,22760.19,2193.12
2019-11-29,1460.15,1324.28,159901.01,1128.84,1939.44,1459.2,104747.49,10259.74,8386.37,5475.56,20595414.37,5363.35,44122.08,33846274.74,23537.61,1724655.92,93843.82,21395.58,2158.71
2019-12-31,1514.75,1349.44,164615.44,1143.42,1964.25,1466.81,108120.04,10551.29,9014.28,5682.28,21028516.88,5563.9,45372.42,35100544.38,24311.72,1751732.56,94083.0,21181.51,2154.85
2020-01-31,1584.2,1429.53,171703.5,1201.79,2095.18,1527.88,113044.55,10978.51,9481.44,5943.92,21632250.33,5818.77,49379.51,36789875.47,25030.36,1888128.87,101248.28,23762.21,2366.42
2020-02-28,1609.85,1465.57,173646.49,1260.35,2160.98,1558.25,116178.85,11252.85,10060.36,6039.35,23097324.28,5912.82,50798.81,37414526.12,25165.98,1955162.94,108181.92,25325.36,2496.86
2020-03-31,1608.95,1466.35,173694.19,1297.59,2290.1,1556.74,121719.07,11412.44,10603.38,6044.82,26241973.7,5909.91,52801.72,37998571.0,25324.87,1958655.38,125713.28,28735.85,2628.79
2020-04-30,1702.75,1554.6,182083.57,1349.94,2365.04,1643.41,127868.01,12007.96,11901.37,6393.83,25328406.25,6254.37,55092.47,39893729.75,26818.31,2074715.65,125916.23,31271.01,2600.81
2020-05-29,1728.7,1554.1,186241.49,1398.28,2389.41,1660.76,130717.82,12352.6,11792.33,6495.59,25256306.29,6349.77,54989.94,40246727.91,27417.18,2140908.37,122117.53,30476.12,2604.25
2020-06-30,1768.1,1574.23,190751.47,1430.96,2408.15,1675.36,133498.19,12507.72,12119.88,6632.14,25257309.9,6494.5,54647.56,41030530.87,28537.13,2126759.38,125984.9,30720.74,2568.05
2020-07-31,1964.9,1661.65,207748.86,1497.07,2631.98,1787.47,146999.07,13714.02,13714.02,7369.16,28687538.57,7217.37,61270.48,45539502.59,31379.45,2340981.55,145820.12,33459.78,2739.87
2020-08-31,1957.35,1636.65,207567.19,1461.85,2550.33,1762.5,144075.64,13417.24,14404.14,7340.94,28503910.8,7189.64,60917.62,45361588.51,31024.0,2325135.99,144982.19,33159.96,2646.68
2020-09-30,1886.9,1609.09,199124.54,1459.55,2520.43,1733.59,139215.47,12850.92,14536.96,7077.57,28077070.55,6930.87,59791.14,43742113.54,29737.54,2206729.44,146425.8,31473.48,2632.58
2020-10-30,1881.85,1615.53,196728.6,1455.41,2509.17,1724.81,139459.2,12608.77,15775.55,7057.5,27522057.68,6912.32,58652.55,43625989.89,29545.05,2135335.21,149583.57,30577.71,2679.74
2020-11-30,1762.55,1473.46,183789.9,1320.21,2284.09,1595.64,130527.84,11601.46,13787.11,6610.62,24887206.69,6474.11,53317.14,40789814.51,27654.41,1950349.84,134826.26,27277.66,2392.01
2020-12-31,1887.6,1542.72,194885.26,1380.88,2404.8,1668.54,137922.23,12344.53,14029.59,7081.52,26520781.37,6933.44,56552.51,43570529.25,29691.95,2050500.08,139615.21,27726.49,2446.19
2021-01-29,1863.8,1534.12,195130.55,1357.27,2380.91,1658.04,135982.85,12041.64,13602.94,6990.65,26149114.69,6846.02,55783.54,42958727.33,29280.3,2084846.74,140624.93,28054.85,2429.2
2021-02-26,1742.85,1435.86,185683.25,1246.58,2206.45,1577.8,128073.34,11258.81,12928.46,6536.56,24818185.39,6401.75,52520.79,40114309.27,27362.75,1958092.09,129907.69,26397.64,2251.16
2021-03-31,1691.05,1438.82,186861.03,1225.67,2125.4,1591.53,123639.01,11084.83,13995.55,6342.11,24562501.96,6211.48,52845.31,39020979.88,26579.08,1913845.89,127705.99,24970.47,2220.25
2021-04-30,1767.65,1468.39,193212.97,1276.7,2174.56,1612.19,130934.25,11439.35,14657.35,6628.86,25533702.84,6492.84,55040.2,40753168.5,27681.4,1966245.37,132708.53,25644.18,2288.37
2021-05-31,1899.95,1553.96,207845.02,1336.58,2295.33,1708.72,137979.12,12084.82,16105.4,7125.38,27131285.3,6978.33,59344.94,43786246.57,29772.22,2110939.39,139376.81,26067.31,2454.56
2021-06-30,1763.15,1486.76,195692.01,1276.3,2183.31,1629.77,131054.93,11392.5,15317.36,6612.52,25565673.58,6476.31,56508.95,40580658.15,27672.64,1985571.26,128804.71,25175.58,2348.52
2021-07-30,1825.75,1539.68,200376.06,1313.16,2279.18,1654.68,135863.19,11787.59,15376.47,6847.29,26404909.38,6706.25,60007.84,41910091.25,28673.4,2100068.94,133550.23,26708.44,2483.84
2021-08-31,1814.85,1537.42,199379.43,1318.69,2293.34,1662.49,132497.67,11729.74,15089.57,6806.96,25884299.52,6666.22,58497.16,41346822.35,28493.15,2104227.95,132928.7,26251.81,2483.2
2021-09-30,1742.8,1503.78,194452.92,1292.54,2207.87,1625.77,129363.69,11262.24,15483.47,6536.72,24943825.7,6401.57,58967.64,39666129.11,27396.82,2063475.26,126849.7,26220.43,2412.68
2021-10-29,1769.15,1528.75,201727.32,1290.64,2192.95,1616.56,132476.16,11321.32,17010.64,6635.9,25064431.24,6498.35,58704.82,40250814.0,27793.34,2067340.12,125541.09,26891.08,2355.41
2021-11-30,1804.4,1603.06,204880.59,1363.87,2314.68,1669.79,135605.16,11496.1,23958.37,6769.39,25843517.6,6627.74,60803.77,40948149.18,28418.4,2143446.64,134213.52,28913.25,2544.81
2021-12-31,1805.85,1587.98,207952.67,1333.27,2281.06,1645.4,134239.04,11509.31,23981.24,6779.88,25737878.52,6632.98,60324.42,41155323.73,28369.91,2146704.3,135450.04,28821.37,2483.8
2022-01-31,1795.25,1601.47,206857.68,1338.09,2283.2,1671.47,133966.04,11427.39,24084.18,6735.6,25819285.5,6594.04,59772.85,40662412.5,28203.38,2164173.88,138983.77,27772.52,2548.08
2022-02-28,1909.85,1700.37,219966.99,1423.4,2422.36,1752.19,143902.43,12053.16,26469.85,7165.18,27438816.35,7014.97,62404.35,43563680.73,30003.75,2296308.27,204712.06,29511.96,2631.92
