UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
44656,89608,,13-04-2020,"#FaceMasks - Buy Face Mask Online from anywhere in the World including USA. Free Worldwide Delivery by Courier. Best prices. Protect yourself from Coronavirus with our high quality #3PlyFaceMasks - Prevent COVID-19. Free International Shipping
https://t.co/unc9fxGC0Z",Extremely Positive
41296,86248,"Indiana, USA",10-04-2020,Help us support local food pantries during COVID-19 demand surge https://t.co/mH3ZDJgPT8,Positive
26038,70990,"Murray, KY",25-03-2020,Dairy in the time of COVID 19 The good demand for half gallons amp gallons of milk is up Like WAY WAY WAY up The bad milk prices are tanking Farmers worried about getting needed supplies keeping their workforce healthy,Positive
22953,67905,"Seoul, South Korea",24-03-2020,"Oil prices came close to hitting 20-year lows this Monday amid the #coronavirus pandemic. Kang WU, head of analytics-Asia at S&amp;P Global Platts, and @TonyNashOnAsia CEO of Complete Intelligence talk about the aftermath of the Saudi-Russia oil war and more
https://t.co/ZGBcQE6e69 https://t.co/Y6UEdC42qk",Negative
17616,62568,"Balaclava, Melbourne",21-03-2020,"The coronavirus has unleashed two destructive cycles at once, clearing supermarket shelves and crashing stock markets. It is this elemental power to provoke both rampant spending and a recession-inducing shutdown of the economy that helps make COVID-19 so fiendishly resistant",Extremely Negative
8364,53316,London,18-03-2020,"The coronavirus is now responsible for the worst economic disruption since the 2008 financial crisis, and clean energy investment is likely to suffer as a result

https://t.co/NpvloaG01X",Extremely Negative
13011,57963,"Cornwall, UK",20-03-2020,Two elderly ladies giving each other a big hug in the crowded supermarket aisle today while complaining about the #Covid_19 restrictions. They're not really getting it!,Positive
18921,63873,United Kingdom,22-03-2020,Danish Supermarket #meny at Hellerup Uses Genius Price Trick To Stop Sanitiser Hoarding during #coronavirus crisis https://t.co/GsGw4uQeNQ via @NiamhShackleton Brilliant idea @asda @tesconews @sainsburys @marksandspencer @LidlGB @AldiUK @Morrisons,Negative
6655,51607,Rwanda,18-03-2020,While Rwandans are being encouraged to opt fr online shopping in the wake of COVID 19 we encourage our to think more about rwanda services regarding our parcel amp courier delivery services in a bid to avoid the spread of COVID 19 pandemic,Positive
43276,88228,"Houston, TX",13-04-2020,Have you been laid off due to the Coronavirus Or maybe your small business shut down Today the FTC kicks off a series of blogs with tips about handling the financial impact of the Learn more,Neutral
18438,63390,"Izmir, Turkey",21-03-2020,"UK Critical Care Nurse Cries at Empty SuperMarket Shelves, Coronavirus P... https://t.co/JcqWuiN3s9 via @YouTube #coronoavirus #Covid-19 #supermarkets #health-staff #NHS",Negative
34615,79567,"Damascus, OR",06-04-2020,"I think every major city across the world needs to hold a parade for anyone who helped the rest of us through this moment in time. From medical staff to baggers at the grocery store, to welfare workers, firefighters and more. #Covid_19",Neutral
18408,63360,United Kingdom,21-03-2020,Amazon and eBay needs to take action against the people who are selling food items like milk formula and other food and groceries for ridiculous prices and taking advantage of vulnerable people ?#panicbuyinguk #stockpilingUK #Covid_19 #CoronavirusPandemic #eBay #Amazon,Positive
37168,82120,USA,07-04-2020,"#CREDIT #BTC #OIO #DTA #STORM #RCD The Federal Reserve's latest consumer credit report shows Americans were borrowing at record levels just as the COVID-19 crisis struck.
...Read more: https://t.co/jttEnZHREE",Negative
6682,51634,State of Florida,18-03-2020,  Consumer Alert   CFO Floridians Must Beware of Fraud amp Scams   Read more,Extremely Negative
44708,89660,,14-04-2020,@The_ProfessorCJ COVID-19 gone be done wiped all the ppl out. They gone have to lower the prices to get some ppl to actually move in lmao,Positive
14345,59297,"Gloucester, UK.",20-03-2020,Don t panic Our guide on where to buy toilet paper during the Covid 19 outbreak and best deals online now,Positive
40330,85282,"London, UK",09-04-2020,"Big Data Platform Market (COVID-19 UPDATE) Analysis by SWOT, Investment, Future Growth and ...: Global ÂBig Data Platform MarketÂ 2020 Report comprises of strong research of global business which empowers the consumer to look at theÂ https://t.co/gW4MQyo9o8 #bigdata #cdo #cto",Extremely Positive
12369,57321,"Tennessee, USA",19-03-2020,ÂIÂve been eating lasagna and muffins for 40 years and I feel terribleÂ -me after eating too much pasta because it was the only thing left in the grocery store. #ParksAndRec #coronavirus #SelfIsolation,Negative
41076,86028,"Dublin City, Ireland",10-04-2020,Times we live in... 8Â for a 100ml hand sanitizer... for real??? #COVID?19 #handsanitizer #coronavirus #COVID19 #dublin https://t.co/1SZG1CurDX,Positive
39297,84249,"Nashville, Tennessee",09-04-2020,#DigitalMarketing Tools for SMBs Impacted by COVID-19 https://t.co/mfFTJsU42M #marketingtools https://t.co/0ORsiLs2Ut,Neutral
9107,54059,,18-03-2020,"1. Not everyone has the option of working from home- or have the government forgotten that? 2) online shopping now impossible, and shop shelves are empty anyway. If COVID 19 doesnÂt get us, starvation will.. #UKlockdown",Negative
7173,52125,"California, North of the Wall",18-03-2020,"If the Covid-19 crisis is like the Blitz, then grocery store workers are our RAF fighter pilots.",Negative
29463,74415,"Jersey City, NJ",01-04-2020,"IÂm calling on @GC_CUNY to continue to pay its food service provider so that campus food service workers can be paid during the #COVID-19 crisis. Join me by sending an email now.
https://t.co/EZrf1izUnK",Negative
18690,63642,,22-03-2020,Cardi by s official Coronavirus music video,Neutral
8883,53835,"Boston, MA",18-03-2020,"Interesting chart from @nielsen on consumer behaviors related to COVID-19. At our house, we're in no. 4. See the full article here:  https://t.co/CUIAAywrhx https://t.co/jGfZQGTu0j",Positive
25506,70458,"Ogun, Nigeria",25-03-2020,"@OGSGofficial When will @OGSGofficial starts the distribution of the said free hand sanitizer? Or are you still waiting for the time when 900,000 cases will be confirmed in Ogun state? ???

#staysafe #CoronaVirusInNigeria #Covid19Out #coronavirus",Extremely Positive
5908,50860,,17-03-2020,"Lista niyo, sagot ko! Duterte pledges to pay for all sari-sari store debts to grocery suppliers
https://t.co/XY6z6Xwu2S
@RRD_Davao 
#COVID19 
#coronavirus 
#PolitikoNews https://t.co/ljJxbb4fSW",Negative
39178,84130,"Patna, India",09-04-2020,As part of our endeavour to aid the communities affected by the 19 pandemic we are extending support to our adopted villages and SOS Children s Villages through various initiatives to safeguard the communities To know more,Positive
21127,66079,,23-03-2020,@piersmorgan please start this on your programm please lift all parking &amp; congestion charge payments for Key &amp; Supermarket workers while we are on lock down for Covid-19,Positive
4658,49610,"Birmingham, England",17-03-2020,Please do not panic and stockpile food Be considerate and only buy what you need There is enough food for everyone if we all work together,Extremely Positive
43683,88635,,13-04-2020,"See how easy life can be?
https://t.co/cP9uEW9fdN",Positive
40903,85855,"Naples, FL",10-04-2020,Global #smartphones sales will tumble 20%+% in 2020. The impact on #5G will be significant with services delayed in Europe and consumer appetite for expensive new 5G devices being much less healthy in North America and China.Â https://t.co/Sh46FWxCAs https://t.co/IiV8IHWont,Positive
40769,85721,,10-04-2020,Asked upon entering supermarket to maintain a 2m distance from other people I ve been trying to do that since 1995,Neutral
24841,69793,"Lisle, IL",25-03-2020,Due to we re adapting how we do our work At our seed fair at a rural market in today with we provided hand washing stations amp sanitizer amp promoted social distancing so farmers could acquire the seeds they need for the coming season,Extremely Positive
24388,69340,"Katherine, Northern Territory",25-03-2020,Just went to the supermarket for a stock up took only what we need  Everything  gone except 10 cauliflower Imagine living on Newstart or other allowances 19,Neutral
37402,82354,"Reno, NV",08-04-2020,Check out how George and his wife protect themselves from dirty carts! #papertowelrolls #toiletpaper #coronavirus https://t.co/7fUPxm2Lw9,Negative
28803,73755,,29-03-2020,I have 2 say   4 doing what you do i live in chicago amp when i go 2 the supermarket i gather the   6 at a time amp run them up to the store my record is 36 i always thank every employee i see in the store you all are inspiring,Extremely Positive
20799,65751,,23-03-2020,@NewJerseyOAG and the New Jersey Division of Consumer Affairs are working to protect consumers from price gouging related to the COVID-19 pandemic. #NorthJersey https://t.co/smqd9Itscm https://t.co/1GHifhHqhP,Positive
43365,88317,Probably should be on Niue,13-04-2020,"Liverpool UniversityÂs Andrew Hill and others argue in a new paper that current market prices for an array of potential treatments for Covid-19 are much higher than costs of production, particularly in the US. https://t.co/QkTrFPzpIP via @financialtimes @donatopmancini",Negative
20766,65718,Tweets on #Asia & USA  ,23-03-2020,Japan s got great food   mascots amp   Check out this one spotted a month back at Haneda a amp   Perhaps worth buying if you re worried about hygiene amp shortages in the age of,Positive
25213,70165,"Dubai, UAE",25-03-2020,Coronavirus related digital fraud 22 of Americans targeted A TransUnion report details how COVID 19 has impacted online shopping and fraud,Extremely Negative
33828,78780,USA,06-04-2020,Check out our most recent newsletter! https://t.co/iqMI2tMxLU https://t.co/Olsi6fUDZg,Neutral
8718,53670,Southern California,18-03-2020,"#Walmart The Latest on Response to the #Coronavirus https://t.co/ToYewVovt3  Starting March 15, Walmart #stores and Neighborhood #Markets will be open 6 a.m. to 11 p.m. until further notice #Online #Shopping Remains Open https://t.co/2XINZXCi3b",Neutral
36068,81020,,07-04-2020,"I thought this COVID-19 thing and all my classes getting moved online was stressful, but real stress was the decision to put all my bells into the stalk market this past Sunday and bugging all my friends for their turnip prices to sell my turnips at a good price before they spoil https://t.co/tTCw28rZXM",Positive
7892,52844,,18-03-2020,no on e There about 3 000 passengers aboard the Spirit near Africa Food amp drinks have run out Passengers are in a panic No information is being provided on what NCL is doing to get all the passengers home Please help,Negative
33722,78674,Greece,06-04-2020,During COVID 19 ALL prices on my ecopies are 0 99 Paperbacks Paths of Righteousness 9 50 There Abideth Hope 9 50 A Very Present Help 8 99 His Perfect Love 8 50 amp Icicles to Moonbeams 4 50 Read stay safe amp busy Christian Romance Suspense,Extremely Positive
3801,48753,Vagabonds,16-03-2020,"Coronavirus Australia: Woolworths to give elderly, disabled dedicated shopping hours amid COVID-19 outbreak https://t.co/bInCA9Vp8P",Positive
27072,72024,Trinidad y Tobago,25-03-2020,"Leading in the Face of a Global Pandemic

The advent of Covid-19 and the simultaneous fall in oil prices are causing Â for most sectors Â a crash in demand alongside an increase in upstream prices. These result in a very challenging (if not catastrophic)Âhttps://t.co/EY45cRYrvn",Positive
33968,78920,"Chesterfield, VA",06-04-2020,"Appalachian College of Pharmacy produces hand sanitizer, needs community partners #coronavirus https://t.co/t59AYzORkW",Positive
25839,70791,"Washington, DC",25-03-2020,"Glad that Sen. Michael Rounds @SenKevinCramer @SenJohnHoeven @SteveDaines call for antitrust investigations. Industrial meatpackers should be ashamed of taking advantage of the #coronavirus crisis to make out like bandits while ranchers see prices plummet
https://t.co/10uNDeIPGu",Negative
12562,57514,bharuch,20-03-2020,Russia starts testing vaccines hopes to launch their mass production by the end of the year Russian consumer rights watchdog Rospotrebnadzor,Positive
19136,64088,,22-03-2020,"Every company, corporation, factory and store in this country needs to immediately focus on the #Covid_19 fight. They should be donating their stock of masks and PPEs now. And then manufacturing more, plus ventilators and sanitizer. Then on to food for the coming months.",Negative
29131,74083,Northern California,31-03-2020,"Enforcement of the CA Consumer Privacy Act is set to start on July 1, 2020. Despite requests from over 60 companies, the Attorney General will not extend the deadline. #PrivacyLaw #DataSecurity #InformationGovernance #Coronavirus #COVID19 
https://t.co/ryLrv5OPmc",Negative
7474,52426,Out Here,18-03-2020,"That moment you realize ?youÂre the only piece of meat ? in the entire grocery store ?... safeway #Coronavirus #Quarantine&amp;Chill #Covid_19 
.
.
FYI... as you can see from the top left corner if you want some nastyÂ https://t.co/Qhv6PpFzQd",Neutral
8227,53179,Melbourne,18-03-2020,"Bus loads of city folk bringing #coronavirus to small country towns, on their #foodhoarding shopping raids...in medieval Europe wealthy people spread the Black Death to the country side as they sought to escape the cities where disease was rampant.  #StopPanicBuying",Negative
15782,60734,"Powys, Wales",20-03-2020,We work each cage of stock efficiently. We are NOT going to empty a complete #supermarket cage (1m x1m square by 2m high) onto the floor to get one product off the bottom of the cage because a customer HAS to have that item. #coronavirus #COVID19,Positive
37836,82788,Europe,08-04-2020,"""March is biggest-ever month for UK supermarket sales""

#Coronavirus #LockdownUK #WednesdayWisdom #WednesdayThoughts https://t.co/ykdhA1x6IT",Neutral
34119,79071,"Denver, CO",06-04-2020,"Gas prices continue to drop with demand, amid uncertainty over oil supply: As the COVID-19Â https://t.co/qUdMhickIX",Extremely Negative
15194,60146,"Lincoln, England",20-03-2020,"Antibac handwash like gold dust in shops, but bog-standard 5L cartons readily available on Ebay for low prices. #CoronaCrisis #Covid_19 #covid19UK",Negative
4859,49811,"Ghaziabad, India",17-03-2020,Channels spreading panic among people by running #Coronavirus news all the time. People are doing panic buying of groceries and food items fearing shops and supplies closure. @drharshvardhan kindly assure public.,Extremely Negative
27724,72676,"Hampshire, UK",26-03-2020,Indian #Police are serious about lockdown and #STAYHOME #coronavirus #COVID2019 @Sandford_Police @BullshirePolice @DC_ARVSgt (Supermarket Policing? ??) @HantsPolRoads for those naughty bikers who don't stay home. ?? #A36 #A272 https://t.co/ZmYbliXM9h,Negative
17560,62512,"Hemel Hempstead, East",21-03-2020,"Putting my feet up and having a well earned rest, 7 days straight of working has knackered me out just wish people would stop panic buying and take the pressure off people like me working in warehouses desperately trying to get food out to shops #Covid_19",Negative
17013,61965,Colonia,21-03-2020,"Keep the distance at supermarket, donÂt rush. #Covid_19 is not a flu. If some ask you to stay far, respect and slow down. @REWE_Supermarkt apply restrictions now like in pharmacies and limit entrances.
It Italy it works - learn from others!
@koeln_de @ksta_koeln",Extremely Positive
23602,68554,"London, England",24-03-2020,Industry analyst Omdia is predicting that while significant disruption is virtually certain the anticipated impact of Covid 19 on digital consumer services may not be universally negative,Positive
19741,64693,"old bridge,new jersey",22-03-2020,Made a killer meme today #carsalesman #coronavirus #Hoarders #toiletpaper https://t.co/t7MdvxoxPt,Extremely Negative
18825,63777,"Melbourne, Australia",22-03-2020,"@michaelfowler08 @theage Hey Michael, Ive just found out th supermarket duopoly favour their stores that attract greater revenue! These higher rev generating stores get priority w th types of stock delivered, hence Toorak Woolies is well stocked! I find t",Extremely Positive
22823,67775,Brussels,24-03-2020,Europe s carbon market flagship tool to fight saw prices slump more than 30 in one week because of concerns European Commission says it s following the situation closely in challenging times,Negative
36062,81014,"Arkansas, USA",07-04-2020,"Has anyone experienced getting #headaches, even if slight, from shopping in a grocery store which was full of shoppers not #SocialDistancing?

A theory suggests buildings aren't properly ventilated to allow the contaminated #COVID19 air from the breath of shoppers to dissipate.",Positive
22962,67914,,24-03-2020,"? Queuing to go into supermarket is standard, but not because itÂs for stockpiling or greed. Supermarkets have limited the number of people entering at any time so itÂs never over-crowded! So wait and be patient to go in if your supermarket is doing this.",Extremely Negative
40590,85542,"New Jersey, USA",10-04-2020,How is the FDA making it difficult for the to start making hand sanitizer during the crisis explains,Negative
9784,54736,Mongolia,19-03-2020,Violinists Reenact  Titanic  at Grocery Store,Neutral
40615,85567,Southwestern Ontario,10-04-2020,With physical distancing implemented in Toronto due to COVID 19 Chiasson has some safe grocery shopping tips ahead of the Easter long weekend Canada s chief public health officer says wearing a non medical mask can help stop the spread of COVID 19,Positive
16407,61359,"Glasgow, Scotland",21-03-2020,Hey you British consumer We ve got your back Follow us for your daily updates on Britain s and Make sure we keep businesses to account for how they treat their staff during the 19 pandemic,Extremely Positive
37946,82898,"Brussels, Europe",08-04-2020,Mobile applications and mobility data have enormous potential to help understand how the spreads and to respond effectively With today s recommendation we put in motion a European coordinated approach for the use of such apps and data  ,Extremely Positive
6976,51928,"Arlington, VA",18-03-2020,"With the #coronavirus market rout causing companiesÂ stock prices to drop, one might have expected M&amp;A deal terminations to be on the rise. 

But that isnÂt what we are seeingÂyet. https://t.co/Gxek7kJAkr",Negative
5079,50031,London,17-03-2020,Has anyone else noticed UK holiday destinations are massively hiking up their prices - very classy!! #coronavirus #pricegougers @BorisJohnson another job for you to sort out. #ToryBritain,Extremely Positive
27747,72699,"Soshanguve, South Africa ",26-03-2020,Pick n Pay Galleria will be allowing customers to WhatsApp their grocery lists to them and they will deliver the goods to the customer,Negative
30934,75886,??????,03-04-2020,US President Donald will meet with CEOs from major energy companies Friday at the White House to discuss falling prices due to collapsing demand during the outbreak,Negative
35245,80197,,06-04-2020,"weebs going to the grocery store during this pandemic 

#anime 
#Covid_19 https://t.co/06w83yM96z",Neutral
13212,58164,Boston,20-03-2020,"They told me it was safe to go to the grocery store if I just wear a mask, gloves and use hand sanitizer. THEY LIED!!! Everyone else is wearing pants, shoes and a shirt, too.

#coronavirus #BostonStrong #humor",Positive
12443,57395,"Virginia, USA",20-03-2020,"No drive thru food for Truckers as fast foods close down. #WeNeedsensibleMedia who can use commonsense&amp;humanity in these difficult times, not creating panic among people on COVID-19 that all businesses close. This will create havoc in food supply chain. https://t.co/MR3tCziSLH",Extremely Negative
24253,69205,"El Paso, Texas Deplorable",25-03-2020,Thank you to the incredible business community for its support of the American people during the pandemic We ve had an overwhelmingly positive response from American companies wanting to help through in kind donations or contracts at cut rate prices,Extremely Positive
19158,64110,"Tennessee, USA",22-03-2020,The TP earrings is proof that there s nothing but shit between her ears and she s full of it,Positive
24195,69147,,25-03-2020,"Scared to go to the grocery store due to COVID-19 :(

Thank god I have a box of Trump steaks in my chest freezer",Positive
30444,75396,Penticton,02-04-2020,Demand at food bank on the rise in Kelowna due to COVID-19 #Kelowna https://t.co/4YWr6BkbBV https://t.co/2Bho8KBry8,Negative
35401,80353,"California, USA",07-04-2020,?TP is a commodity now! Do not play with me!? #toiletpaper #funny #lol #comedian #comedy #haha #LMAO #entertainer #entertainment #covid #coronavirus #quarantine #quarantinelife #quarantinecomedy  @tiktok_usÂ https://t.co/umsATGkuzW,Negative
39550,84502,"Launceston, Australia",09-04-2020,"The massive slump in #crude and refined fuel prices hasn't fully reached Asia's motorists and transport operators, with retail #gasoline, #diesel down a fraction of the drop in #oil in many countries. This will slow the recovery from #coronavirus. #OOTT 
https://t.co/3mIFPqPdjh https://t.co/3WExGxgmgM",Negative
28450,73402,"Oxford, England",27-03-2020,Being raced to the queue to get into our supermarket is a new low...what is wrong with people?! You're now one place ahead of me...well done! Congratulations you played yourself #coronavirus #lockdownuk,Positive
21856,66808,London,23-03-2020,Enjoying using my Christmas Boris bog roll #toiletpaper #toiletpapercrisis #covid_19 #corona #coronavirus #borisjohnson https://t.co/fdzB2oMyov,Positive
3985,48937,United States,16-03-2020,@olson_jessie @NashTerrance @MccrorieJim @ArmyVet1775 @rogerscarmen @AliM20698746 @jimbo_always @bill_wrights @ddcampassr @JewelsJones1 @real_pat_henry @WeSeeYouWeKnow @____54_____ @RandallKraft @DatoFreddy @LennyInnecken6 @SanMateogirl11 @brandyls76 @Spa,Neutral
33155,78107,"Portland, OR",05-04-2020,@Julie_E_Fischer @georgetown_ghss It is not necessarily true that a #Masks4All policy means people will take masks away from #healthcare workers and immediately stop practicing #SocialDistancing. We can sew our own and wear them on our solo trips to the g,Negative
25834,70786,"San Diego, CA",25-03-2020,In Pennsylvania there is a loophole where u r allowed to hunt out of season if you are indeed in need of food...I wonder if this applies in California for fishing w these beach closures...IÂd like to provide 4 my family wo risking grocery store expo @CaliforniaDFW #coronavirus,Positive
25014,69966,"San Francisco, CA",25-03-2020,The definitive survey about the PR industry and COVID 19 Nine in 10 PR pros say campaigns have been cut due to coronavirus consumer sector especially badly hit via,Extremely Negative
14876,59828,,20-03-2020,"As a direct result, IÂm out of cludger cos they didnÂt have any when I went to the supermarket. I really need a poo so I have to go back, which IÂm not mad about cos I take the social distancing seriously, despite being confident Covid-19 wonÂt kill me. 
2/
#StopPanicBuying",Negative
5454,50406,India,17-03-2020,Prepare for a changed world will change businesses and society in important ways It is likely to fuel areas like online shopping online education and public health investments for example It will change how companies configure their supply chains,Positive
4636,49588,,17-03-2020,Anyone else over seeing TV advertising for food that is out of stock.... do we need the reminder? #coronavirus,Neutral
41569,86521,"Spokane, WA",11-04-2020,"I know I'm not really buying consumer goods right now, just paying bills and staying fed. Will be saving what I can since I don't expect everything to just pick up where we left off before COVID-19 hit.",Neutral
32716,77668,"Portland, Oregon",05-04-2020,Portland Chefs Help Feed the Residents of the City s New Temporary Homeless Shelters Check out all these Oregon folks businesses in the food industry are coming together to help in these uncertain and scarce times inspiring,Extremely Positive
41536,86488,United States,11-04-2020,We know how hard it is to meet regular food needs with SNAP that s why we re so glad Oregon will be increasing benefits for many SNAP households so we can all stock up and protect our families during this time Learn more here ,Extremely Positive
13351,58303,Germany,20-03-2020,Going to the grocery store is really creepy these days. #COVID19 #Coronakrise #Covid_19,Neutral
31866,76818,"New York, NY",04-04-2020,"Hold the outrage. Wet markets are a healthy alternative to supermarkets, @davidfickling writes (via @bopinion) https://t.co/9BoCdjjDqg",Negative
10782,55734,"Andover, England",19-03-2020,"STOP PANIC-BUYING! 

Do your normal shop. If you can't (e.g. self-isolation), get a friend/neighbour/family member to help.

You're causing unnecessary but serious problems at a time when we need to focus on #coronavirus, not whether we can buy food etc

https://t.co/aAW3Mo2tKN",Extremely Negative
16101,61053,The Delta Quadrant,21-03-2020,"@ryaneshea @everly_well @nurxapp @lemonaidhealth Some people are going to get filthy rich thanks to #Covid_19 
Imagine all the fake tests being sold at horrendous prices with no control to scary people. 
If only I was a bit more dishonest..",Extremely Negative
19549,64501,Downstage centre,22-03-2020,"Here's an idea, become an historian. Write a daily or weekly blog or diary to your grand children about your #coronavirus experiences. Your sacrifices, anecdotes, funny and sad stories, prices and recipes, photos and newspaper clippings. Imagine your musings 1.",Positive
28722,73674,NY,27-03-2020,"@AngelaLynneK @tttinkerbellll I hear a lot about the risks of being a medical provider for  #coronavirus patients or first responders police/fire. What about grocery store workers?They donÂt have masks, gloves or hand sanitizer, make minimum wage and sti",Negative
21900,66852,"Santa Rosa, CA ",23-03-2020,"Well, hello there ?
#COVID?19 #coronavirus #toiletpaper #StayAtHome #poopchallenge https://t.co/8WB3wdPNNC",Positive
11099,56051,"Boston, MA",19-03-2020,"Like most other asset classes, the #municipal fixed income market is experiencing unprecedented volatility. Read our new blog post for an update from our Municipal Fixed Income Team and what they are watching: https://t.co/FatVEOnXiL",Extremely Positive
28346,73298,uk,26-03-2020,Gone are the days of just nipping down to the supermarket for a quick pint of milk   Think I m going too far to reduce my Mams risk,Negative
40326,85278,"Worcester, MA",09-04-2020,"@MayorPetty ÂToday we recognized Sarah Kyrasis and Bob Walton from the Worcester Public Schools, Biodun Akande from Consumer Protection, and Dr. Eric Dickson from UMass Memorial for their contributions to our cityÂs fight against Covid-19.Â  @sarahkyri",Negative
13773,58725,,20-03-2020,in Scotland latest Full article Staff and shoppers speak of locust at busy Edinburgh supermarket,Neutral
21763,66715,,23-03-2020,"COVID-19 has changed many daily routines. Many people are cooking more meals at home and have questions, like: can you get COVID-19 from food? Should I stock up? Is it safe to eat out? Learn more https://t.co/O3GBQR0PzE",Extremely Positive
40611,85563,"Chicago, IL",10-04-2020,"Join us 4/14@ 1PM ET for our ""Consumer Debtor Protections &amp; Rights for Low-Income Americans During the COVID-19 Pandemic"" webinar. Consumer debtors face extreme challenges in the current pandemic environment. Register @ https://t.co/PKITheewvX
@ABAesq",Positive
7058,52010,"Sacramento, CA",18-03-2020,"We can all help protect each other from #COVID19. @CDPHDirector Dr. Sonia Y. Angell offers advice on how best to stay healthy for members of high-risk groups, or for those caring for them.

For more, visit CA's new website:

??https://t.co/z5l4vy47np?? https://t.co/TRJfDJsumI",Extremely Positive
22838,67790,London,24-03-2020,"Well that's one way to react after listening to Boris Johnson last night.

""Two supermarket delivery vans were torched less than an hour after Prime Minister Boris Johnson issued his lockdown order, police say.""

https://t.co/ROjymlPqa4

#coronavirus",Positive
34014,78966,North Carolina,06-04-2020,"Have you started fixing your credit score last year?
 
BE READY - - Real Estate prices will surely drop down
due to the COVID-19 ! 
-- if not , what are you waiting for?
Call  / DM us today :
?? 1-888-820-9198 
??dave@barfinancials.com
visit our website: https://t.co/DFVMtqn7C6 https://t.co/NU1Bpzo9c0",Extremely Positive
21998,66950,"LDN, CHI, SHG & worldwide",23-03-2020,Mintel is tracking consumer sentiment and behavior changes due to COVID-19. Get more insight into what they are concerned about and actions they are taking: https://t.co/LYAlVcZksB,Neutral
32424,77376,"Perth, Australia",04-04-2020,"I work in a popular health/beauty/ retail store in Australia and this is the order of items that were sold out since Covid-19 happened

1) Hand sanitiser (duh)
2) Panadol/paracetamol 
3)thermometers
4) Cotton balls
5)hand wash

LOCK DOWN HAPPENED

6) HAIR DYE AND BLEACH",Extremely Positive
36805,81757,United States,07-04-2020,Everyone's talking about people price gouging on medical supplies but nobody is talking about the stiff markups on webcams right now! I need one for school now and the prices are crazy!!!! #CoronaVillains #Coronavirustruth #COVID19 #coronavirus,Negative
24310,69262,Hiroshima,25-03-2020,And that is how it s done shoppers lining up at the  @ZaatariCamp  supermarket keep their  distance The best part The idea of marking the spots on the ground came from the community Fighting back,Positive
30109,75061,"Philadelphia, PA",02-04-2020,clears voice Pennsylvania,Positive
41867,86819,London,11-04-2020,"Looks like everyone else had the same idea. Big queue outside the supermarket. Starting to feel like this last chunk of life will have a touch of the third world.
#COVID19 
#coronavirus",Extremely Positive
26559,71511,"Trabuco Canyon, California",25-03-2020,"I-buyers pause operations after an 85% y-o-y increase in purchases according to @FirstAmDataTree. COVID-19 cited, but I suspect fears of longer sales cycle &amp; possible dip in #home prices are also factors. https://t.co/50OJjwK5dJ",Extremely Negative
33246,78198,"Mumbai, India",05-04-2020,"Silver lining in the #COVID2019 crisis for #India 

Record low oil prices &amp; much more focus to move supply-chains away from China. 

Vietnam, Thailand, Malaysia have benefited from the US-China trade war. 

This is our 2nd chance in 3 yrs - Carpe Diem!

https://t.co/hp2S1DjdK9",Extremely Negative
22140,67092,"ÃT: 41.53569,-74.098536",23-03-2020,Can't even hang out in front of your own house without getting harassed for #toiletpaper by a random stranger! Be safe out there folks. Ugh #quarantine #quarantinechronicles #coronavirus #crazypeople https://t.co/wtsKjK0sdy,Positive
25997,70949,Louisiana,25-03-2020,"Our industry squeezed in the middle:
1. lower demand w/ COVID-19 
2. over supply due to Russia + Saudi Arabia, trying to take out the American energy producer

A response from our elected leaders MUST take place!  #smartpolicy #IAmOilAndGas #lalege #lagov

https://t.co/P5XrrTy7jA",Negative
18396,63348,,21-03-2020,@conor_pope @IanDempsey All credit to @Tesco staff? however there's products @Tesco are increasing prices unfairly ie @Barilla pasta now Â4 - was Â2.09 b4 #Covid_19 crisis?,Negative
32865,77817,"Los Angeles, CA",05-04-2020,"Wait.
#walmart is starting a Âone in, one outÂ bullshit... so weÂre all in Supermarket Sweep now? Are we gonna be timed next? Is there a prize? #coronavirus",Negative
25544,70496,"Greenwich, London, UK",25-03-2020,"Trump supporter Cody Pfister, who believes COVID-19 is a hoax because ""our President said so"", arrested for licking food items in a supermarket and posting video of it.

https://t.co/5pdhSP3Hlw",Extremely Negative
33346,78298,"Southampton, NY",05-04-2020,These rich assholes still go to the grocery store every day #Hamptons #NYCIdiots #LongIsland #Southampton #COVID2019,Negative
22287,67239,"South Carolina, USA",23-03-2020,After the grocery store #COVID19 #coronavirus #pandemic https://t.co/4THq81h7ev,Neutral
17512,62464,"Tampa, FL",21-03-2020,"4aPeoplesParty: ""Gilead Sciences, the company producing remdesivir, the most promising drug to treat Covid-19 symptoms, is one such firm facing investor pressure (to raise prices)"". Price gouging during any time of crisis is despicable. #CorporateGreed #Â https://t.co/17wSWh7JyQ",Negative
35451,80403,USAÂEuropa,07-04-2020,E T Browne Drug Co is one of the nation s oldest skincare companies as it s been in business since 1840 Now it s making hand sanitizer in response to the crisis,Negative
4999,49951,"Yuma, AZ",17-03-2020,"During the #quarenteen for #coronavirus, I've lowered all of my ebook prices to .99 cents (lowest I can do on amazon), so if you need some fantasy novels to keep you company, I've got you covered :) #StayHomeAndRead
https://t.co/DsF4k2rOEa",Negative
