Text,Review-Activity,Season
"Awsome reading--I saw my own ""economic"" company described! .: Really hits home with a clear explanation on why companies fail. I was taken by the accuracy of what happens to companies living the economic model, after they go through a downsizing. His core premise of the company being a collection of human communities is right on. It is the first work which I have read that ""humanizes"" the corporate entity by calling it what it really is. A look at corporations beyond the bean-counter would be an appropriate sub-title for this work.",REVIEW,NOT APPLICABLE
Sleeping bon fires camping,ACTIVITY,WINTER
"scared the s*** out of me...: The people who are giving this movie a bad review are just crazy. This was one of the BEST and most satisfying horror movies I have seen in a long time, if ever. I cannot remember a movie that has freaked me out more and left me afraid to get up at night to go to the bathroom. I knew that ""she"" and the little boy were just waiting for me. The sounds and visuals are fantastic and overly effective, so much so that it still stays with me even months after seeing the film. This was a great horror movie and one that, because of the scares, I will not have the nerve to even watch again anytime soon. Even the TV ads for it bother me. It's a must see, but only if you have someone to sleep in the same bed with you after seeing it.",REVIEW,NOT APPLICABLE
"Ideal Family Film, especially for boys of all ages: I have two grandsons, 8 and 12. I wanted a family film we could all watch. Maverick filled the bill. In spite of a fairly complicated plot, there is no lull in the action, the comedy relaxes any tension and the surprise ending is priceless. A good choice for Movie Nite at home.",REVIEW,NOT APPLICABLE
"Best concise, single book history of WWII Naval War: Admiral Morrison lived many of the events written of in his book. His telling of the tale is unequaled in any other single book, and is reflective of his much more extensive 15 volume set.The research, the attention to detail and the commentary regarding the strategic and tactical importance of various battles and phases of the war at see is very well done indeed.If the reader is not too familiar with the heroics, the savagery, the extents, or the sometimes very personal nature of war at sea , then The Two Ocean War is a must read. For that matter, for anyone wanting to get into the details of the epic warfare that raged at sea during World War II, start here. You will not be disappointed.",REVIEW,NOT APPLICABLE
Watch winter sports on TV.  Watch NHL.  Go for a brisk walk.,ACTIVITY,WINTER
Snow fights building snow men and snow angels,ACTIVITY,WINTER
"SNow tubing, reading indoors, visiting museums",ACTIVITY,WINTER
"Inspiring: Covered so many areas of concern older people have and presented funny, witty, creative insight to handling our fears plus the inspiration things don't all have to go downhill just because we lose our youth. A bright side can be found to almost any situation. Age actually provides some advantages - wisdom, a relaxed detachment, freedom from pressures to achieve, the realization we still have gifts to offer others. This moviewas sheer enjoyable entertainment for me but after it was over I realized what a positive impact it had on my thinking.In addition knowing Richard Bull was playing opposite his real wife of 51 years, Barbara Collentine made the film ever so special. It is easy to see why this is his most treasured role of his long and product",REVIEW,NOT APPLICABLE
"Hiking, working, footbll",ACTIVITY,FALL
"Playing in the snow being cozy by a fire, watching tv",ACTIVITY,WINTER
"Very Nice: I got a similar set (3-pc with shaker and 2 glasses). I agree with the other reviews about the shaker, it leaks a little bit. I suggest getting another shaker, but keeping this one around as a back-up OR wrapping a small towel around the leaky seam. I like the texture of the shaker and glasses. It's classy and not so overdone that it's tacky.",REVIEW,NOT APPLICABLE
"bike riding, Octoberfest, Thanksgiving",ACTIVITY,FALL
"A Wonderful Singer With A Great Album: I absolutely love this album. This is by far the best album of the decade. Jill and her producers took their time when making this album. Jill uses singing, poetry, and rapping very nicely throughout this album. The album is great and has a mix of R&B, jazz, hip-hop, and poetic influences in most of the songs. Jill is truly gifted and can actually sing. I also like that she has the ability to change her voice to fit the music she is singing. The most notable tracks are ""The Way,"" ""He Loves Me,"" ""It's Love,"" and ""Long Walk."" I highly recommend this album to anyone who loves good music. I was so skeptical in buying this when I saw her first video but I was so wrong. She has so much great music on this album and it is tr",REVIEW,NOT APPLICABLE
"My three favorite summer activities are picnicking in the park, going to the local pool and reading in the cool of the A/C in the house waiting for the temperature to fall below 100 degrees.",ACTIVITY,SUMMER
swimming  travel  eating out,ACTIVITY,SUMMER
Sledding making a snow man and snow ball fights,ACTIVITY,WINTER
Sleeping  Reading  Staying inside,ACTIVITY,SUMMER
Skiing  Ice Skating  Winter walks,ACTIVITY,WINTER
Beach   Sports  Hi king,ACTIVITY,SUMMER
This is a MUST for any child who loves Thomas!!!: This is a great DVD. Both my 2 year old son and 4 year old daughter watch it together ... and several times a week. Catchy songs and a very exciting story line. No regrets in purchasing this one! Keeps the kids occupied!,REVIEW,NOT APPLICABLE
"Raking leaves,weather,sking",ACTIVITY,FALL
"PLEASE READ BEFORE PURCHASING PEOPLE!: Although this is a solid title and a must have for any D+D 3rd Edition enthusiast, it is my job to let everyone know that ALL 3 core rulebooks for the 3rd Edition setting (Player's Handbook, Dungeon Master's Guide, Monster Manual) are currently being reworked, updated and are being prepared for a rerelease soon. I am not sure about the exact date but I think it is early summer, June I think. I dont know specific details but the Player's handbook is supposed to boast new pages, art and rules modifications to balance out some spells and to even out the character classes.",REVIEW,NOT APPLICABLE
eating  drinking  reading,ACTIVITY,WINTER
"laying out, swimming",ACTIVITY,SUMMER
"Fence Style Falls Short: This book tried to be two different things and, as a result, accomplished neither. On the one hand, it appears that the authors wanted to publish a book of arty fence photographs (and indeed the book includes a number of lush, imaginative shots), while at the same time offering a how-to guide for fence building. Unfortunately, the how-to portion keeps the book from being a bona fide artistic endeavor, while the space and presentation given to artsy fence portraits prevents the book from ever developing into a sufficiently comprehensive building guide. Bottom line: don't expect this book to deliver an adequate lesson in actual fence-building techniques, if you don't have building skills to begin with; but if you just want to look at",REVIEW,NOT APPLICABLE
Watching soccer  Running on treadmill   Attending concerts,ACTIVITY,WINTER
Fall foliage  Football games  Fireplace,ACTIVITY,FALL
"No nonsense: This book uses plain but accurate language to describe skin problems and possible solutions using products and non-invasive medical procedures. Explains the pros and cons, and what to expect from each treatment. Reliable information and good advice.",REVIEW,NOT APPLICABLE
"My favorite summer activities are going to the beach, cooking out and boating",ACTIVITY,SUMMER
"Overall, it's ridiculous: This book is full of the flowery, unnecessary sort of detail that I'm used to seeing in these so-called classics. I found myself just turning the pages it was so boring. And I have to say that the plot was upsurd; what kind of sixteen year-old knocks their best friend out of a tree because he's jealous??? If Gene was a real person, he would be a total psycho. Lastly, no teenager would ever talk or think the way these characters do. This book makes me wonder what the heck kind of world John Knowles lives in.",REVIEW,NOT APPLICABLE
"Not so hot!: If you have only 2 or 3 pages, this stapler is useless. Either it won't staple, or the staples leave sharp edges sticking out. I put 8 pages in and it works fine, but I almost never have that many sheets to staple. Might be OK for some mass mailing project if there are lots of sheets to staple, but for me it's just an expensive paperweight.",REVIEW,NOT APPLICABLE
"Poor quality: When it arrived one of the letters wasn't made correctly. The picture isn't attached to the piece. I bought it on sale, so it's not worth the postage to send it back.",REVIEW,NOT APPLICABLE
Cooking  Shopping  Cleaning,ACTIVITY,WINTER
Eating     sleeping       drinking,ACTIVITY,FALL
"ice skating, snowboarding, and sledding",ACTIVITY,WINTER
walking swimming hiking,ACTIVITY,SUMMER
Staying home  Warm   Sleep,ACTIVITY,WINTER
"Football, camping, soccer",ACTIVITY,FALL
"Disastrous Copy: The quality of both the video and audio of this version of this classic movie is absolute rubbish. The film is extremely grainy and the dialogue can't be understood in large segments. DON'T BUY THIS POOR COPY. You will be out-of-pocket $10.00 for this made in a closet rip-off!From now on, I'm going to make sure I read the customer reviews of DVDs on Amazon before I buy - I see that many warnings were already logged prior to my purchse. Caveat emptor...",REVIEW,NOT APPLICABLE
Pumpkin patch  Halloween  Ocktoberfest,ACTIVITY,FALL
"Beautiful ring!: Gorgeous! Everything I expected and then some! Even prettier than the picture. I would recommend this for any woman! Fairly priced, too.",REVIEW,NOT APPLICABLE
Going to the swimming pool with my family. Having summer bbqs. Thrift shopping with my girls,ACTIVITY,SUMMER
"Better than Turtle Wax Chrome Polish: I have used this polish andTurtle Wax chrome polishand I like this product better. It is a bit easier and quicker to apply and removes brake dust more easily. Otherwise, both products work well. I am going to continue buying Mothers instead of Turtle Wax to save time when polishing my chrome wheels.",REVIEW,NOT APPLICABLE
"not bad at all: the basic plot of this story is our heroine, courtney, is rescued by the hero, slayde, after almost being killed. the story goes on to reveal that there is a plot against slayde and his family that revolves around a curse.the story isn't bad at all. i like the hero and heroine, although slayde seems EXTREMELY overbearing towards his sister. however, it apparently isn't unjustified, as she is made out to be a flighty thing for the most part. i like both courtney and slayde, although sometimes courtney seemed a little too soft or something to me. however, she is very smart, and not hesitant to fight for what she wants. slayde also has no problem fighting for what he wants, and is an enjoyable character.all in all, it was a good read for some",REVIEW,NOT APPLICABLE
"Another casualty of the loudness war: With much respect to the album (among my favorites) and without causing any offense to those who like the sound of the reissued disc---the sound is not so much to my liking. Heavily compressed, just like the other 2009 Stones remasters. I have done back-to-back comparisons of the 1994 Virgin remaster and this one with good equipment. The dynamics have been squeezed out, and I found myself reaching for the volume knob to turn the 2010 disc *down*--which is a real travesty for such a good-time rock record. Perhaps due to the compression and EQ choices, there seems to be a tad more detail, with more emphasis on the mid-range (this does bring out Mick's vocals quite well, as others have said), but to my ears, the sound is",REVIEW,NOT APPLICABLE
"good actors bad story: I usually enjoy romantic comedies but this one was pretty bad. I mean, a writer threatened by cuban loan sharks? So he hires a stenographer? Oh and they break his laptop so he can?!?! not finish his script and be able to pay him back? Or I know, a bad twist in a bad story to get him and Emma together.Save your time and go buy (or rent) something else. (It's not even worth a rental)",REVIEW,NOT APPLICABLE
"Absolute Crap - I'm PO'd: I wish I had heard about the versions coming out in 2007 before spending a dime on this one. The picture is no better than before and the sound may actually be worse. I hope this film gets the velvet-glove treatment it deserves. It stands out as one of the greatest science fiction films ever - not a space opera like Star Wars or Trek, or cheesy alien monster-of-the-month gore-fest, but true, brilliant, thought provoking sci-fi. There are all too few films like this one. Treat it with the respect it deserves.",REVIEW,NOT APPLICABLE
I like to ski snowboard and hike,ACTIVITY,WINTER
"A Public Disaster: I love Jessica Simpson and I'm a big fan of her music, ""In This Skin"" was a wonderful album I couldn't take it out of my cd player for weeks, but after listening to ""A Public Affair"" it just seems like a cheesy 80s sounding dance album that was thrown together and is very over produced. Jessica is good at singing ballads which this cd seems to lack. ""In This Skin"" is a better buy, and I have to say her Nick Lachey's new album is wonderful and contains songs that have real meanings.",REVIEW,NOT APPLICABLE
"Skiing, snowboarding, sledding",ACTIVITY,WINTER
Movies snowballs snow,ACTIVITY,WINTER
"PURE GARBAGE!: Prodigy split up long time ago, the new cd was made by one member and went under the name Prodigy so he could sell more copies. Fat of the Land was awesome and still is till this day. This is just f**kin' GARBAGE. Don't even bother buying it, waste of money.",REVIEW,NOT APPLICABLE
Pumpkin patch picking thanksgiving parade Macy parade,ACTIVITY,FALL
swimming hunting fishing,ACTIVITY,SUMMER
"This season made me wish for season 1: Man, I loved this show, once. Season 1 was awesome. Season 3, however, is a total waste of time and money, and absolutely not worth buying. The characterizations are hamhanded and juvenile. When and if our favorite characters show up, they are mere shadows of what they once were. The writing is terrible, and the handling of sensitive subjects is clumsy and immature. It's like, when Veronica went to college, Rob Thomas went back to high school.Don't buy this. Save your money for better television.",REVIEW,NOT APPLICABLE
"You can't make a silk purse out of a sow's ear: I have never enjoyed the writings of George MacDonald, and even though Lewis tried to select ""the best of"" with his anthology, I did not benefit from reading this book. The fine introduction by Lewis is what prevents this book from receiving a rating of 1. Don't bother buying this unless you want to read what Lewis wrote.",REVIEW,NOT APPLICABLE
"fishing, swimming, hiking",ACTIVITY,SUMMER
Shoveling snow.,ACTIVITY,WINTER
"Philips SatinPerfect Epilator: Check out the new Philips SatinPerfect Epilator. You'll be amazed at the results. I received on by being a BzzAgent and am so thankful that I was introduced to it. You'll be surprised by the results of less hair in such a short period of time. Don't even worry about the pain because it's as painless as it could possibly be for what the Philips SatinPerfect Epilator does. With such a reputiable same as Philips, you already know that you'll be getting a great product that is worth every penny.",REVIEW,NOT APPLICABLE
"Beautiful copy.: This was a wonderful copy of the novel, and with such a great value! I bought all three as a gift for my sister-in-law; she was thrilled!",REVIEW,NOT APPLICABLE
Halloween  Thanksgiving  Walking,ACTIVITY,FALL
"Sledding, tubing, skiing",ACTIVITY,WINTER
"Good Surge Protector: For under $25, I think this is a bargain. I like it so much that I just placed an order for another one.",REVIEW,NOT APPLICABLE
"birdwatching, walks in state parks, going for walks",ACTIVITY,WINTER
"Great for kids who can't fall asleep in the dark!: I must have been about four or five when my mom first read this to me and my sister. It was definitely a favorite, as were all the Berestain Bears books! One thing that I loved about it was that after a restless night, Papa Bear explains to Sister how letting your imagination take charge at the wrong time is what often leads to irrational fears, even for adults. She learns that what most often, what is scary looking in the dark is really harmless once the lights are on. This helped me a lot as a little girl. Definitely recommended for any parent with children!",REVIEW,NOT APPLICABLE
Going to see Christmas lights  Drinking hot cocoa  Getting ready for the holidays,ACTIVITY,WINTER
"Going to the movies, hanging out with friends, watching tv.",ACTIVITY,FALL
A very superfacial book: The only thing creative of this book is its attractive title. There is no substance in its content. The author kept repeating a few obvious points in the book. Not recommneded.,REVIEW,NOT APPLICABLE
"Pumpkin Spice latte, walking in cooler weather, raking",ACTIVITY,FALL
"Bonfires, Hayrides, Apple picking",ACTIVITY,FALL
Skiing ice fishing lodging,ACTIVITY,WINTER
"Not so great for my hair type: I have course, medium-thick hair, that is not straight, and not curly-- I'd call it slightly wavy. It is colored to hide gray, but not super dry. I'd describe it as a bit porous because it does frizz in humidity. Well- this product made my hair take forever to blow dry, and it left it soft, but not ""good soft."" Rather, it left my hair, well, fluffy and full. It did not leave my hair shiny, but, instead, left it looking a bit dull. The one good point about it was that it does seem to moisturize your hair. But, I'd rather leave that to my conditioner. Won't even finish the tube, I think.",REVIEW,NOT APPLICABLE
"Playing football in the snow, ice skating, and sled riding",ACTIVITY,WINTER
"No Response: A few days after receiving the PetSafe Pawz Away Instant Pet Barrier, I attempted to use it only to find out the battery compartment seemed to be missing a tab to hold the battery tight. I used rubber bands to hold the battery in, as I needed to implement it right away. I called PetSafe and have heard nothing from them since. This was around March 20th. It is now April 10th.I am not very pleased.",REVIEW,NOT APPLICABLE
Walking. Swimming. Drinking,ACTIVITY,FALL
"Watching tv, live music, cooking",ACTIVITY,WINTER
One record sounds like a reworked cover for George Harrison's song: Listening to I and I on Dylan's 1983 original columbia album I hear the same tune as george harrison's song I me mine composed back in 1969 for the Get back project as heard on anthology 3 album. This proves to me the superior standing of each Beatle for the second half of the 20th century. The Beatles always credited their covers whether it was the sherelles or elvis.,REVIEW,NOT APPLICABLE
The nice weather and all the things you can do,ACTIVITY,FALL
"Uniflame Heavy Weight Canvas Log Tote with Closed Ends: I am very disappointed with this product. The stitching when I opened the box was already coming out. With in a couple of times using the two bags I ordered they ripped. The heavy weight canvas is very thin, NOT HEAVY WEIGHT at all.",REVIEW,NOT APPLICABLE
"One of the best books of all times...: From the moment I picked up ""Sophie's World"" I fell completely in love with it. I am just 14, and don't quite understand everything in it, which makes each time I read it more exciting than the last. The book is filled with suspense and surprise. Not only is the story line excellent, but I feel that it has changed the way I look at my life and my surroundings. This excellent introduction to philosophy has caught my interest so much that I have started reading even more philisophical books. This book was a present from my father, and one I will never forget. I made my mother, father, and grandparents all read it. So far, it has been a huge success in my family. Not only do I feel that I have learned a lot from ""Sophie'",REVIEW,NOT APPLICABLE
"I gave it a chance, but...: I was quite disappointed by this album. I am a huge fan of techno/dance/electronic music and of Enigma, Delerium, and similar groups, so I figured I couldn't go wrong with this, based on the reviews. I was mistaken, though.I must say that the German talking IS very annoying. I didn't think I'd mind it that much, but dang! There is too much of it, and it's spaced awkwardly within the album. The music itself is not all that impressive, either. I can't put a finger on what exactly it is that annoys me about it, but it definitely does not sit right with me. I think it's pretty boring and uninspired.Maybe I just need to listen to it more.",REVIEW,NOT APPLICABLE
Swimming jogging basketball,ACTIVITY,SUMMER
"One of my favs...: This movie is a movie I can watch over and over. It is the only Adam Sandler movie I actually enjoy. All the actors were amazing and I love the cultural story behind it as well. I love that it doesn't have your predictable ending that all movies have. I don't want to go into to much detail as to not reveal anything. All I can say is that this is not only a must see, but a must buy. It is an endearing and funny film that anyone can get enjoyment out of.",REVIEW,NOT APPLICABLE
Hunting   Resting   Cooking,ACTIVITY,WINTER
Sledding and that's about it,ACTIVITY,WINTER
"Fabulous blend of Foucauldian theory and empiricist history: Walkowitz masterfully unravels the mysteries of Foucault's periodization of the proliferation of gender discources. Backed by solid empirical evidence, we see competing discourses on gender, class, and race evolve as different groups fight to stake out access to discursive power. Read Foucault, then read this, for an epiphanous moment that unlocks the mysteries of technologies of power!",REVIEW,NOT APPLICABLE
"A low budget publication: When I bought this audiobook I was expecting something more dramatical and poetical than what Bernard Mayes read. I understand they used an old-fashioned English but quite elegant translation, but the problem is Mr. Mayes reading of it. It is really difficult to follow his way. Also the sound system used for the recording is terrible and make the impression of being low budget. This is not my first Blackstone Audiobook and that is what surprise me!!! I always thought of Blackstone Audiobook as a good-standing alternative to Naxos but now I think they need to keep a more strict eye in their production.",REVIEW,NOT APPLICABLE
"national treasure/national treasure 2: Both movies are entertaining and keep you interested. The blu-ray pictureand sound are excellent. Just sit back, relax and enjoy!",REVIEW,NOT APPLICABLE
"Being outside, making lemonade and seeing the sun every day",ACTIVITY,SUMMER
Skiing  Ice skating  Hiking,ACTIVITY,WINTER
"Easy to use, good quality pictures.: I just bought this camera recently and I think it works great. It takes high quality pictures and I was very pleased with them. It has an auto mode, for those who aren't camera experts and there are also a few different scene selections. There is also a Manual mode, which my old cyber-shot dsc-p72 didn't have.To the person who said they had blurry pictures, perhaps you had it on the wrong setting for the particular situation. I haven't had any problems with blurry pics yet.I recommend this camera for anyone, as it is easy to use and still has a lot of options.",REVIEW,NOT APPLICABLE
"go to the beach, fishing off a pier,walking outside",ACTIVITY,SUMMER
"Hilarious!!! One of the best movies of 2001!: Shrek is a wonderful computer animated movie about an ogre named Shrek (voiced by Mike Myers), who wants to live in his swamp in peace. When the evil Lord Farquaad (John Lithgow) captures all of the fairy tale creatures (including the gingerbread man and the seven dwarfs), Shrek demands answers. Faraquaad agrees to get rid of them if he rescues Princess Fiona (Cameron Diaz) in a far away castle for him. So off Shrek goes with his sidekick, a wisecracking, talkative donkey (Eddie Murphy) on his adventures to rescue the princess.This movie isn't just a kid's movie, like the PG rating suggests. The plot of this movie is good, the graphics are astonishing, and the humor of the movie is hilarious! I strongly recomme",REVIEW,NOT APPLICABLE
"walking, grilling, gardening",ACTIVITY,SUMMER
Hot cocoa  Sledding   Snow man,ACTIVITY,WINTER
Had the pleasure of meeting this writer once...: Had the pleasure of meeting this writer a long time ago...What A Rush!All of J.D. Robb's books are works of art...pure pleasure to read!,REVIEW,NOT APPLICABLE
Skiing hiking camping and more skiing.,ACTIVITY,WINTER
"Traveling,spending time with family, barbecue",ACTIVITY,SUMMER
walking eating thanksgiving,ACTIVITY,FALL
"Dressing in costume, cooking and shopping",ACTIVITY,FALL
great gate announcer: i have had this on my outside gate to announce when someone opens the gate. been there since 2004.. life saver.. you have to wrap or cover the transmitter to keep it from the weather. but it dosent stop it from transmiting.. very cool thing to have if you want to monitor a door or gate..,REVIEW,NOT APPLICABLE
"Ladies and Gentlemen - The NICK MASON BAND!!!: Apparently, Pink Floyd should have renamed themselves the Nick Mason Band because the director was certainly infatuated with the drummer!!! Occasionally we get a passing glance (and I mean ""passing"", because the camera moves right past them) at Gilmour, Waters, and Wright(about all we see of Wright is an extreme close up of his hands in the closing part of ""Echoes""). This was frustating, because the Meddle album was one of my favorites. Except for a brief Dark Side of the Moon session, this baby is for friends of the director only.",REVIEW,NOT APPLICABLE
"Doesn't dry: I bought this bath toy because I liked that it was less toxic than a typical plastic rubber ducky, but I am not happy with it. It doesn't dry between uses even if I wring it out. Because it stays damp, it gets mildewy spots. It does do fine in the wash, but who wants to have to put a bath toy through the laundry on a daily basis?",REVIEW,NOT APPLICABLE
"Superior, uplifting theology. Easy to read. His best!: This is my favorite book. A fantasy tale about a soul that takes a trip from Hell to Heaven with other souls. Once in heaven, souls from heaven try to convince these visitors to stay, which is a harder task than most would suspect. Not at all a preachy or fire and brimstone type book as one might suspect. This book has some of the best dialogue and concepts regarding heaven and hell and the human condition you will find anywhere. If you read only one book by CS Lewis, this is the one",REVIEW,NOT APPLICABLE
"Full of Lies: Let's face facts: home depot is known for abysmal service and really, really shoddy haphazard installations. They probably spend more on defending lawsuits than on store development. This book makes them look like such wizards, such brilliant and benevelont businessmen, when in fact they have done studies to see what the minimum level of customer service they can get away with is - and then tried to stretch that envelope.I am sure Ken Lay could write books full of accolades to Enron. It would be just as true, and just as much a waste of time and money to read.",REVIEW,NOT APPLICABLE
"Ski, snowball fight, ice fishing",ACTIVITY,WINTER
"Works fine...with the right controller: *Edit*I previously was bashing this product for not working, when it fact it was the ps2 controller that was at fault. It seems that errors with a faulty controller are noticeable only on PC, but not noticeable when plugged into an actual PS2. If you have a button that is always lighting up when you try and change the button mapping, that is a sign that you won't be able to play your game because that looping button will override anything you try to do.For those of you that cannot get vibration to work, there are drivers at: [..] under ""Super Dual Box Pro"" Go into the control panel and change the settings- I tested and the vibration works- but the program seemed to crash upon closing and doesn't seem to be fully comp",REVIEW,NOT APPLICABLE
Walking,ACTIVITY,WINTER
"Replaces an old, loved and trusted VCR: I chose this VCR based on a review in ""Consumer Reports"" (December 2001 issue) and the fact that it had a cable/satellite control mouse. All cable channels are scrambled in NY City so if one wants to tape different channels consecutively when not at home, a control device is required. Unfortunately the mouse had to be ordered separately. BUT it works!Likes:-Easy set-up.-Picks up the time from broadcast signal.-The commercial pass is a nice feature.-And, of course, the cable/satellite control mouseDislikes:-No mute button on the remote.-I don't like the fact that you have to press the TV/Video button before Menu.-It has Index search, but with my old VCR one could search for 2+ programs back or forward. This only allow",REVIEW,NOT APPLICABLE
don't waste your money: These hardly absorb any liquid at all. Much cheaper to buy women's hygiene products at a supermarket and use them for the dog. Don't waste your money on these.,REVIEW,NOT APPLICABLE
Skiing  Hiking   Skating,ACTIVITY,WINTER
"*********** (eleven stars): A retrospective of one of the truly great bands of all time. However, I must mention that there are no selections from the albums Spinal Tap Dancing (K-Tel, 1987), their tribute to Broadway musicals, or Who's That Tap-Tap-Tapping on My Spine, the bootleg of their legendary 1979 Halloween show at Urquhart Castle in Loch Ness.",REVIEW,NOT APPLICABLE
"watching tv, computer, staying home",ACTIVITY,WINTER
Watching Movies  Looking at Foliage  Going for Walks,ACTIVITY,FALL
going somewhere warm,ACTIVITY,FALL
Thanksgiving  Camping  Visiting family,ACTIVITY,FALL
"Yawn: David Brock is a talented writer and knows how to make his points, such as they are. But he has run out of things to say. Maybe a book is just too much content and he would be better sticking with journalistic length pieces. He doesn't have that much to say; so the empty space gets filled with a lot of stuff from David's Id that I really find boring.In short, this is a bitchy little book by a little man. I was completely unable to sustain interest in David Brock working thru his personal problems in public.He should go away for 10 years, grow up, and then try writing another book. He has the talent to write a good one. But he needs something to say.",REVIEW,NOT APPLICABLE
Sledding   Watching Netflix   Christmas dinners,ACTIVITY,WINTER
"Do not update the pen: We bought the delux version of the Smart Globe for my 7 year old son and it's a wonderful educational toy. However, do not update the pen via the USB connection of your computer. In our case, the pen failed during the update process and is not operational any more. when I tried to return it to Costco for a replacement, I found out that Costco does not carry the Smart Globe any more!",REVIEW,NOT APPLICABLE
"Walking, collecting falling leaves, and carving pumpkins.",ACTIVITY,FALL
"Decorating the house, baking, pumpkin spice lattes",ACTIVITY,FALL
hiking  raking leaves   fall festivals,ACTIVITY,FALL
"going to the beach, going to the pool, drinking beer with my friends",ACTIVITY,SUMMER
"skiing ,sled riding, picking apples",ACTIVITY,FALL
Sucks SO bad that I don't know what to do with myself!: Candy Shop - 4/5Just A Lil Bit - 3/5Disco Inferno - 4.5/5Hate It Or Love It (Remix) - 4.5/5All Others: 2/5Cover Art: DInside Art: CSongwriting: D-Vocals: F+Vocal Emotion: FProduction: C+Length: F-52/22 = 2.363636363636362.36 stars.Overall: D-,REVIEW,NOT APPLICABLE
Do not bother: This is a very poor book. It is very much a beginners book and it does not do anything but state the bleedin obvious.,REVIEW,NOT APPLICABLE
"one of the greatest films ever: It is every bit as good as Citizen Kane,Apocalypse Now,and some other great films.......there are many other films out there which don't even come close.",REVIEW,NOT APPLICABLE
play in the snow whit my family,ACTIVITY,WINTER
Sking; ice skating; drinking hot toddys,ACTIVITY,WINTER
"Walking, Working out, watching football",ACTIVITY,FALL
Loved it: My daughter loved this but the material over the pillow is pretty sheer and you can see the print on the pillow through it.,REVIEW,NOT APPLICABLE
"exercising, amusement parks, and going to the movies",ACTIVITY,SUMMER
"amazing...: In Fact of a Doorframe, the evolution of Rich's writing and her life can been followed- rfom the structured, immpersonal poetry in the beginning of her career, to the flaming and introspective poetry of the 70s and 80s, her poetry covers the full range of emotion and topic. She is an amazing poet.",REVIEW,NOT APPLICABLE
cleaning up the garden  stacking wood  preparing for colder weather,ACTIVITY,FALL
Snowball play  sledding snow boarding,ACTIVITY,WINTER
My favorite fall activities are leaf piling and apple picking,ACTIVITY,FALL
watching tv,ACTIVITY,WINTER
Amplified Bible: This bible was my first bible i owned & i liked it a lot so I gave it as a gift to one of my friends who is not yet a follower of Christ but is choosing to read this Bible I gave Him because it's easier for him to understand,REVIEW,NOT APPLICABLE
"Ho-hum (2&1/2 stars): Nearly every song on Deborah's album ""One Wish"" was gold! So I picked up ""The Morning After"" without hearing any of the new songs expecting something similiar. Unfortunately, I was quite disappointed. A lot of the songs remind me of songs on Brandy's ""full moon"" album but even many of them were ""ho-hummish"". Too many of the songs like ""Just a Dance"" or ""Up & Down"" just don't have the ""oomph"" as her other songs. They all sound like a million other things I've heard on the radio with very little to differentiate.""Play your part"" sounds more like something Deborah could've had on her last album, and ""Oh my Gosh"" is a catchy little tune but even these songs can't seem to redeem this album. It just seems to me that almost anyone with a goo",REVIEW,NOT APPLICABLE
Drinking coffee  Sleeping  Decorating,ACTIVITY,FALL
"Fun and Fabulous Read: This book was a fantastic and quick read. I adore Jane Green's writing style and her characters in this book are so easy to like! Everyone, both 'singletons' or 'marrieds', will appreciate Jemima J's trials and tribulations. I picked this book up in an airport while stuck on a layover--knowing nothing about it at all--and found it to be a great treat. I've already loaned my copy to a friend and recommended it to 2 others. I can't wait to devour all of Jane Green's novels.",REVIEW,NOT APPLICABLE
"Skiing ,snow ball fights ,sleding",ACTIVITY,WINTER
Shopping   Eating   Exploring,ACTIVITY,FALL
"I Can't Com-Plane: Joke aside, I really like this plane. It is my first time working with such a tool, but it has helped enormously. The blade depth is easy to adjust, and replacing the blade seems fairly simple.However, the blade that came with the plane tends to snag on the wood I am working with. Because this is the first time I have used a plane I cannot tell if this problem is due to my lack of experience, which it may be, or a problem with the product. Also, it would help if the plane had a rubberized heel so that when you use the tool it's a little softer on the palm of your hand. I feel like I have bruises on both of my palms due to the blade snagging.",REVIEW,NOT APPLICABLE
Road trip  Beach  Swimning,ACTIVITY,SUMMER
"Has about 3 songs I like bad production on it: Well, I like the first track, loder than love and get on the snkae but this cd is held back by poor production and Cornell's vocals are losy on this cd. It's a shame because it could have been a really excellent cd but poor production holds it back. Thhe next three cd's, however, would be well produced and put soundgarden on the map.",REVIEW,NOT APPLICABLE
shoppping,ACTIVITY,FALL
"sandisk: A very good price. I have had trouble finding any regular sandisks, everything is HD now. This was a bargain.",REVIEW,NOT APPLICABLE
"A favorite from childhood.: It is a very simple, sweet story. I remembered it fondly from my childhood and it was as I remembered.",REVIEW,NOT APPLICABLE
"dissapointed: I was so excited when I remodeled my kithen and I found what I thought was the perfect faucet. It was the Price Pfister pull brushed stainless. Looked great. But pressure through this faucet sucks. I even exchanged the pull out thinking there was something wrong with it. I have cleaned the screens, nothing works....now I have to buy a new one to get enough pressure to wash down the sink. Pressure is so low the sprayer doesn't do anything but dribble.",REVIEW,NOT APPLICABLE
"Ice skating, Skiing, Snow ball fights",ACTIVITY,WINTER
"hiking, biking, disney world",ACTIVITY,SUMMER
"Making apple cider, cooking souo & baking gingerbread",ACTIVITY,WINTER
Shopping  Eating  Sleeping,ACTIVITY,WINTER
Biking walking barbecuing,ACTIVITY,SUMMER
